technosphere_id,year,flow_type,subflow_type,unit,value,comment,main_id,facility_group_id,company_id,source_id,value_MJ,unit_source,assumption_note,unit_standard,needs_factor,site_id,activity_name,mining_processing_type,archetypes,metal,mass_t,allocation_factor,facility_type,value_normalized,functional_unit,normalization_key
TECH-e7e6a960-2023.0-2.0,2023.0,Energy,Electricity consumption|Grid electricity,kWh,674524386.0,,QC-MAIN-e7e6a960,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,2428287789.6,direct_unit,kwh→MJ factor=3.6,MJ,False,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,Au,18.7851143425,0.9933618909341001,mining,128408510.3997414,"Au, usable ore",metal_economic
TECH-e7e6a960-2023.0-2.0,2023.0,Energy,Electricity consumption|Grid electricity,kWh,674524386.0,,QC-MAIN-e7e6a960,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,2428287789.6,direct_unit,kwh→MJ factor=3.6,MJ,False,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,Ag,9.6731885,0.00663810906589986,mining,1666383.2396895492,"Ag, usable ore",metal_economic
TECH-e7e6a960-2023.0-3.0,2023.0,Energy,Light Fuel & Gasoline,GJ,42833.0,,QC-MAIN-e7e6a960,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,42833000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,Au,18.7851143425,0.9933618909341001,mining,2265020.5422554677,"Au, usable ore",metal_economic
TECH-e7e6a960-2023.0-3.0,2023.0,Energy,Light Fuel & Gasoline,GJ,42833.0,,QC-MAIN-e7e6a960,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,42833000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,Ag,9.6731885,0.00663810906589986,mining,29393.6301995654,"Ag, usable ore",metal_economic
TECH-e7e6a960-2023.0-4.0,2023.0,Energy,Natural gas,GJ,162805.0,,QC-MAIN-e7e6a960,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,162805000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,Au,18.7851143425,0.9933618909341001,mining,8609172.11920485,"Au, usable ore",metal_economic
TECH-e7e6a960-2023.0-4.0,2023.0,Energy,Natural gas,GJ,162805.0,,QC-MAIN-e7e6a960,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,162805000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,Ag,9.6731885,0.00663810906589986,mining,111722.96978124914,"Ag, usable ore",metal_economic
TECH-e7e6a960-2023.0-5.0,2023.0,Energy,Propane,GJ,1463.60937,,QC-MAIN-e7e6a960,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,1463609.37,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,Au,18.7851143425,0.9933618909341001,mining,77396.0565192161,"Au, usable ore",metal_economic
TECH-e7e6a960-2023.0-5.0,2023.0,Energy,Propane,GJ,1463.60937,,QC-MAIN-e7e6a960,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,1463609.37,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,Ag,9.6731885,0.00663810906589986,mining,1004.3842966497534,"Ag, usable ore",metal_economic
TECH-b86f7d07-2023.0-1.0,2023.0,Energy,Diesel|Mobile equipment,gallons,2785135.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,378542030.2939668,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Free-miling,Au,2.69356309999999,0.9963866796430149,mining,140027993.65269464,"Au, usable ore",metal_economic
TECH-b86f7d07-2023.0-1.0,2023.0,Energy,Diesel|Mobile equipment,gallons,2785135.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,378542030.2939668,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Free-miling,Ag,0.7527047,0.0036133203569852276,mining,1817171.626583053,"Ag, usable ore",metal_economic
TECH-b86f7d07-2023.0-2.0,2023.0,Energy,Electricity consumption|Not specified,kWh,137676647.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,495635929.2,direct_unit,kwh→MJ factor=3.6,MJ,False,QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Free-miling,Au,2.69356309999999,0.9963866796430149,mining,183342665.2627407,"Au, usable ore",metal_economic
TECH-b86f7d07-2023.0-2.0,2023.0,Energy,Electricity consumption|Not specified,kWh,137676647.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,495635929.2,direct_unit,kwh→MJ factor=3.6,MJ,False,QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Free-miling,Ag,0.7527047,0.0036133203569852276,mining,2379274.890447275,"Ag, usable ore",metal_economic
TECH-b86f7d07-2023.0-3.0,2023.0,Energy,Gasoline|Mobile equipment,gallons,144321.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,17908178.0536758,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Free-miling,Au,2.69356309999999,0.9963866796430149,mining,6624485.6373916045,"Au, usable ore",metal_economic
TECH-b86f7d07-2023.0-3.0,2023.0,Energy,Gasoline|Mobile equipment,gallons,144321.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,17908178.0536758,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Free-miling,Ag,0.7527047,0.0036133203569852276,mining,85967.2914462509,"Ag, usable ore",metal_economic
TECH-b86f7d07-2023.0-4.0,2023.0,Energy,Propane,gallons,494423.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,42813081.77158993,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Free-miling,Au,2.69356309999999,0.9963866796430149,mining,15837157.99777608,"Au, usable ore",metal_economic
TECH-b86f7d07-2023.0-4.0,2023.0,Energy,Propane,gallons,494423.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,42813081.77158993,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Free-miling,Ag,0.7527047,0.0036133203569852276,mining,205522.00605437835,"Ag, usable ore",metal_economic
TECH-599152a0-2023.0-1.0,2023.0,Energy,Diesel,TJ,80.96,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,80960000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Au,0.275203767999999,0.0948587647028309,mining,27905742.883364946,"Au, usable ore",metal_economic
TECH-599152a0-2023.0-1.0,2023.0,Energy,Diesel,TJ,80.96,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,80960000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Ag,6.789334187,0.030369060449188304,mining,362138.47576896206,"Ag, usable ore",metal_economic
TECH-599152a0-2023.0-1.0,2023.0,Energy,Diesel,TJ,80.96,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,80960000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Cu,19050.0,0.8747721748479808,mining,3717.6669436059065,"Cu, usable ore",metal_economic
TECH-599152a0-2023.0-2.0,2023.0,Energy,Electricity consumption,TJ,1968.0,,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,1968000000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Au,0.275203767999999,0.0948587647028309,mining,678341180.7616379,"Au, usable ore",metal_economic
TECH-599152a0-2023.0-2.0,2023.0,Energy,Electricity consumption,TJ,1968.0,,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,1968000000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Ag,6.789334187,0.030369060449188304,mining,8802970.853672398,"Ag, usable ore",metal_economic
TECH-599152a0-2023.0-2.0,2023.0,Energy,Electricity consumption,TJ,1968.0,,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,1968000000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Cu,19050.0,0.8747721748479808,mining,90370.16483468903,"Cu, usable ore",metal_economic
TECH-599152a0-2023.0-3.0,2023.0,Energy,Gasoline,TJ,0.368,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,368000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Au,0.275203767999999,0.0948587647028309,mining,126844.28583347703,"Au, usable ore",metal_economic
TECH-599152a0-2023.0-3.0,2023.0,Energy,Gasoline,TJ,0.368,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,368000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Ag,6.789334187,0.030369060449188304,mining,1646.0839807680093,"Ag, usable ore",metal_economic
TECH-599152a0-2023.0-3.0,2023.0,Energy,Gasoline,TJ,0.368,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,368000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Cu,19050.0,0.8747721748479808,mining,16.898486107299576,"Cu, usable ore",metal_economic
TECH-599152a0-2023.0-4.0,2023.0,Energy,Propane,TJ,10.12,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,10120000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Au,0.275203767999999,0.0948587647028309,mining,3488217.860420618,"Au, usable ore",metal_economic
TECH-599152a0-2023.0-4.0,2023.0,Energy,Propane,TJ,10.12,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,10120000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Ag,6.789334187,0.030369060449188304,mining,45267.30947112026,"Ag, usable ore",metal_economic
TECH-599152a0-2023.0-4.0,2023.0,Energy,Propane,TJ,10.12,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,10120000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Cu,19050.0,0.8747721748479808,mining,464.7083679507383,"Cu, usable ore",metal_economic
TECH-aeafbb59-2023.0-1.0,2023.0,Energy,Diesel,GJ,3947008.0,,ON-MAIN-aeafbb59,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,3947008000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Free-miling,Au,21.070941661,0.9984889572357906,mining,187036913.94180843,"Au, usable ore",metal_economic
TECH-aeafbb59-2023.0-1.0,2023.0,Energy,Diesel,GJ,3947008.0,,ON-MAIN-aeafbb59,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,3947008000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Free-miling,Ag,2.4571765,0.0015110427642093859,mining,2427215.9035692224,"Ag, usable ore",metal_economic
TECH-aeafbb59-2023.0-2.0,2023.0,Energy,Electricity consumption|Grid electricity,kWh,830958937.0,,ON-MAIN-aeafbb59,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,2991452173.2,direct_unit,kwh→MJ factor=3.6,MJ,False,ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Free-miling,Au,21.070941661,0.9984889572357906,mining,141755978.87813863,"Au, usable ore",metal_economic
TECH-aeafbb59-2023.0-2.0,2023.0,Energy,Electricity consumption|Grid electricity,kWh,830958937.0,,ON-MAIN-aeafbb59,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,2991452173.2,direct_unit,kwh→MJ factor=3.6,MJ,False,ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Free-miling,Ag,2.4571765,0.0015110427642093859,mining,1839596.0407371235,"Ag, usable ore",metal_economic
TECH-aeafbb59-2023.0-3.0,2023.0,Energy,Explosives,GJ,65074.0,,ON-MAIN-aeafbb59,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,65074000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Free-miling,Au,21.070941661,0.9984889572357906,mining,3083662.3938561166,"Au, usable ore",metal_economic
TECH-aeafbb59-2023.0-3.0,2023.0,Energy,Explosives,GJ,65074.0,,ON-MAIN-aeafbb59,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,65074000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Free-miling,Ag,2.4571765,0.0015110427642093859,mining,40017.311266879515,"Ag, usable ore",metal_economic
TECH-aeafbb59-2023.0-4.0,2023.0,Energy,Light Fuel & Gasoline,GJ,71904.0,,ON-MAIN-aeafbb59,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,71904000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Free-miling,Au,21.070941661,0.9984889572357906,mining,3407315.6831888347,"Au, usable ore",metal_economic
TECH-aeafbb59-2023.0-4.0,2023.0,Energy,Light Fuel & Gasoline,GJ,71904.0,,ON-MAIN-aeafbb59,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,71904000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Free-miling,Ag,2.4571765,0.0015110427642093859,mining,44217.42553606209,"Ag, usable ore",metal_economic
TECH-aeafbb59-2023.0-5.0,2023.0,Energy,Propane,GJ,182468.0,,ON-MAIN-aeafbb59,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,182468000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Free-miling,Au,21.070941661,0.9984889572357906,mining,8646613.235426405,"Au, usable ore",metal_economic
TECH-aeafbb59-2023.0-5.0,2023.0,Energy,Propane,GJ,182468.0,,ON-MAIN-aeafbb59,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,182468000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Free-miling,Ag,2.4571765,0.0015110427642093859,mining,112208.85072755588,"Ag, usable ore",metal_economic
TECH-cb85213a-2023.0-1.0,2023.0,Energy,Diesel,kl,2829.0,,ON-MAIN-cb85213a,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,101575245.0,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,ON-MAIN-cb85213a,Underground mining and beneficiation at Eagle River,"Underground, concentrator",Free-miling,Au,2.7205298345,1.0,mining,37336567.2053614,"Au, usable ore",metal_economic
TECH-cb85213a-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,MWh,34190.62,Given in MW in the Excel file but does not make sense,ON-MAIN-cb85213a,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,123086232.0,direct_unit,mwh→MJ factor=3600.0,MJ,False,ON-MAIN-cb85213a,Underground mining and beneficiation at Eagle River,"Underground, concentrator",Free-miling,Au,2.7205298345,1.0,mining,45243478.1045589,"Au, usable ore",metal_economic
TECH-cb85213a-2023.0-3.0,2023.0,Energy,Electricity consumption|Grid electricity,MWh,38555.38,Given in MW in the Excel file but does not make sense,ON-MAIN-cb85213a,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,138799368.0,direct_unit,mwh→MJ factor=3600.0,MJ,False,ON-MAIN-cb85213a,Underground mining and beneficiation at Eagle River,"Underground, concentrator",Free-miling,Au,2.7205298345,1.0,mining,51019241.26684301,"Au, usable ore",metal_economic
TECH-cb85213a-2023.0-5.0,2023.0,Energy,Gasoline,kl,369.0,,ON-MAIN-cb85213a,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,12095820.0,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,ON-MAIN-cb85213a,Underground mining and beneficiation at Eagle River,"Underground, concentrator",Free-miling,Au,2.7205298345,1.0,mining,4446126.576745688,"Au, usable ore",metal_economic
TECH-cb85213a-2023.0-6.0,2023.0,Energy,Propane,kl,2528.0,,ON-MAIN-cb85213a,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,57828505.6,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,ON-MAIN-cb85213a,Underground mining and beneficiation at Eagle River,"Underground, concentrator",Free-miling,Au,2.7205298345,1.0,mining,21256339.43309729,"Au, usable ore",metal_economic
TECH-6dc537e6-2023.0-1.0,2023.0,Energy,Aviation fuel,GJ,21662.09888,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,21662098.88,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Au,7.216012,0.9993384328257033,mining,2999962.8529518275,"Au, usable ore",metal_economic
TECH-6dc537e6-2023.0-1.0,2023.0,Energy,Aviation fuel,GJ,21662.09888,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,21662098.88,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Ag,0.368109922499999,0.0006615671742966747,mining,38931.12537703136,"Ag, usable ore",metal_economic
TECH-6dc537e6-2023.0-3.0,2023.0,Energy,Diesel,GJ,385327.7974,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,385327797.4,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Au,7.216012,0.9993384328257033,mining,53363669.181522444,"Au, usable ore",metal_economic
TECH-6dc537e6-2023.0-3.0,2023.0,Energy,Diesel,GJ,385327.7974,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,385327797.4,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Ag,0.368109922499999,0.0006615671742966747,mining,692511.1400763184,"Ag, usable ore",metal_economic
