technosphere_id,year,flow_type,subflow_type,unit,value,comment,main_id,facility_group_id,company_id,source_id,value_MJ,unit_source,assumption_note,unit_standard,needs_factor,value_tonnes_main,value_tonnes_group,value_tonnes_match,value_normalized,normalization_key
TECH-dd723db4-2023-1,2023,Energy,Energy use,MWh,4145000.0,No decomposition per energy type,NL-MAIN-dd723db4,,CMP-2da4630a,SRC_IronOreCompanyofCanadaInc_SR_2023,14922000000.0,direct_unit,mwh→MJ factor=3600.0,MJ,False,17880000.0,,17880000.0,834.5637583892617,main_id
TECH-b86f7d07-2023-1,2023,Energy,Diesel|Mobile equipment,gallons,2785135.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,SRC_HeclaMiningCompany_SR_2023,406955086.18151003,lhv_factor,diesel MJ/L=38.6,MJ,False,1361450.0,,1361450.0,298.9129870222998,main_id
TECH-b86f7d07-2023-2,2023,Energy,Gasoline|Mobile equipment,gallons,144321.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,SRC_HeclaMiningCompany_SR_2023,18683944.156062003,lhv_factor,gasoline MJ/L=34.2,MJ,False,1361450.0,,1361450.0,13.723562492975873,main_id
TECH-b86f7d07-2023-3,2023,Energy,Propane,gallons,494423.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,SRC_HeclaMiningCompany_SR_2023,47351322.34127901,lhv_factor,propane MJ/L=25.3,MJ,False,1361450.0,,1361450.0,34.78006709117412,main_id
TECH-b86f7d07-2023-4,2023,Energy,Surface/underground emulsion & ANFO,pounds,6543598.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,SRC_HeclaMiningCompany_SR_2023,,missing_factor,No LHV for subflow=surface/underground_emulsion_&_anfo,,True,1361450.0,,1361450.0,,main_id
TECH-b86f7d07-2023-5,2023,Energy,Electricity consumption|Not specified,kWh,137676647.0,,QC-MAIN-b86f7d07,,CMP-7e360a1f,SRC_HeclaMiningCompany_SR_2023,495635929.2,direct_unit,kwh→MJ factor=3.6,MJ,False,1361450.0,,1361450.0,364.05004164677365,main_id
TECH-599152a0-2023-1,2023,Energy,Diesel,TJ,80.96,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,80960000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,6862152.0,,6862152.0,11.798048192462073,main_id
TECH-599152a0-2023-2,2023,Energy,Gasoline,TJ,0.368,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,368000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,6862152.0,,6862152.0,0.05362749178391851,main_id
TECH-599152a0-2023-3,2023,Energy,Propane,TJ,10.12,Share of primary energy source derived from the all group,BC-MAIN-599152a0,,CMP-12afc634,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,10120000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,6862152.0,,6862152.0,1.474756024057759,main_id
TECH-599152a0-2023-4,2023,Energy,Electricity consumption,TJ,1968.0,,BC-MAIN-599152a0,,CMP-12afc634,SRC_HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,1968000000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,6862152.0,,6862152.0,286.790499540086,main_id
TECH-aeafbb59-2023-1,2023,Energy,Electricity consumption|Grid electricity,kWh,830958937.0,,ON-MAIN-aeafbb59,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,2991452173.2000003,direct_unit,kwh→MJ factor=3.6,MJ,False,25434853.5024164,,25434853.5024164,117.61232172679124,main_id
TECH-aeafbb59-2023-2,2023,Energy,Diesel,GJ,3947008.0,,ON-MAIN-aeafbb59,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,3947008000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,25434853.5024164,,25434853.5024164,155.1810785788493,main_id
TECH-aeafbb59-2023-3,2023,Energy,Explosives,GJ,65074.0,,ON-MAIN-aeafbb59,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,65074000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,25434853.5024164,,25434853.5024164,2.5584578261407227,main_id
TECH-aeafbb59-2023-4,2023,Energy,Light Fuel & Gasoline,GJ,71904.0,,ON-MAIN-aeafbb59,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,71904000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,25434853.5024164,,25434853.5024164,2.8269869922061424,main_id
TECH-aeafbb59-2023-5,2023,Energy,Propane,GJ,182468.0,,ON-MAIN-aeafbb59,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,182468000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,25434853.5024164,,25434853.5024164,7.173935559827971,main_id
TECH-cb85213a-2023-1,2023,Energy,Diesel,kl,2829.0,,ON-MAIN-cb85213a,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,109199400.0,lhv_factor,diesel MJ/L=38.6,MJ,False,222627.0,,222627.0,490.50384724224824,main_id
TECH-cb85213a-2023-2,2023,Energy,Explosives,t,1211.0,,ON-MAIN-cb85213a,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,4844000.0,lhv_factor,explosives MJ/kg=4.0 (from t),MJ,False,222627.0,,222627.0,21.758367134264937,main_id
TECH-cb85213a-2023-3,2023,Energy,Gasoline,kl,369.0,,ON-MAIN-cb85213a,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,12619800.000000002,lhv_factor,gasoline MJ/L=34.2,MJ,False,222627.0,,222627.0,56.685846730180984,main_id
TECH-cb85213a-2023-4,2023,Energy,Propane,kl,2528.0,,ON-MAIN-cb85213a,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,63958400.0,lhv_factor,propane MJ/L=25.3,MJ,False,222627.0,,222627.0,287.2895021717941,main_id
TECH-cb85213a-2023-5,2023,Energy,Electricity consumption|Generated on-site,MWh,34190.619999999995,Given in MW in the Excel file but does not make sense,ON-MAIN-cb85213a,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,123086231.99999999,direct_unit,mwh→MJ factor=3600.0,MJ,False,222627.0,,222627.0,552.8809713107573,main_id
TECH-cb85213a-2023-6,2023,Energy,Electricity consumption|Grid electricity,MWh,38555.380000000005,Given in MW in the Excel file but does not make sense,ON-MAIN-cb85213a,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,138799368.00000003,direct_unit,mwh→MJ factor=3600.0,MJ,False,222627.0,,222627.0,623.4615208397904,main_id
TECH-6dc537e6-2023-1,2023,Energy,Aviation fuel,GJ,21662.09888,,QC-MAIN-6dc537e6,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data,21662098.880000003,direct_unit,gj→MJ factor=1000.0,MJ,False,1661000.0,,1661000.0,13.04160077062011,main_id
TECH-6dc537e6-2023-3,2023,Energy,Diesel,GJ,385327.7974,,QC-MAIN-6dc537e6,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data,385327797.4,direct_unit,gj→MJ factor=1000.0,MJ,False,1661000.0,,1661000.0,231.98542889825404,main_id
TECH-6dc537e6-2023-4,2023,Energy,Gasoline,GJ,10018.1179,,QC-MAIN-6dc537e6,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data,10018117.899999999,direct_unit,gj→MJ factor=1000.0,MJ,False,1661000.0,,1661000.0,6.031377423239012,main_id
TECH-6dc537e6-2023-5,2023,Energy,Grinding media,t,3039.9,"Explosives, treated as energy consumption",QC-MAIN-6dc537e6,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked,,missing_factor,No LHV for subflow=grinding_media,,True,1661000.0,,1661000.0,,main_id
TECH-6dc537e6-2023-9,2023,Energy,Propane,GJ,142393.17415,,QC-MAIN-6dc537e6,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data,142393174.15,direct_unit,gj→MJ factor=1000.0,MJ,False,1661000.0,,1661000.0,85.72737757375076,main_id
TECH-6dc537e6-2023-13,2023,Energy,Electricity consumption|Grid electricity,GJ,892229.95044,,QC-MAIN-6dc537e6,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data,892229950.44,direct_unit,gj→MJ factor=1000.0,MJ,False,1661000.0,,1661000.0,537.1643289825407,main_id
TECH-6dc537e6-2023-14,2023,Energy,Electricity consumption|Generated on-site,GJ,3531.1068,,QC-MAIN-6dc537e6,,CMP-4a434d72,SRC_NewmontCorporation_2023-Performance-data,3531106.8,direct_unit,gj→MJ factor=1000.0,MJ,False,1661000.0,,1661000.0,2.1258921131848285,main_id
TECH-6b4800fe-2023-1,2023,Energy,Diesel,GJ,1683653.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,SRC_TasekoMinesLimited_ESG_2023,1683653000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,30000000.0,,30000000.0,56.121766666666666,main_id
TECH-6b4800fe-2023-2,2023,Energy,Gasoline,GJ,38791.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,SRC_TasekoMinesLimited_ESG_2023,38791000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,30000000.0,,30000000.0,1.2930333333333333,main_id
TECH-6b4800fe-2023-3,2023,Energy,Natural gas,GJ,186977.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,SRC_TasekoMinesLimited_ESG_2023,186977000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,30000000.0,,30000000.0,6.232566666666667,main_id
TECH-6b4800fe-2023-4,2023,Energy,Propane,GJ,453.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,SRC_TasekoMinesLimited_ESG_2023,453000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,30000000.0,,30000000.0,0.0151,main_id
TECH-6b4800fe-2023-5,2023,Energy,Electricity consumption|Grid electricity,GJ,1695665.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,SRC_TasekoMinesLimited_ESG_2023,1695665000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,30000000.0,,30000000.0,56.522166666666664,main_id
TECH-c0660aec-2023-1,2023,Energy,Electricity consumption|Grid electricity,kWh,178921745.0,,QC-MAIN-c0660aec,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,644118282.0,direct_unit,kwh→MJ factor=3.6,MJ,False,2886927.328724,,2886927.328724,223.1155164839897,main_id
TECH-c0660aec-2023-2,2023,Energy,Diesel,GJ,129455.0,,QC-MAIN-c0660aec,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,129455000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,2886927.328724,,2886927.328724,44.84179380338546,main_id
TECH-c0660aec-2023-3,2023,Energy,Explosives,GJ,11047.0,,QC-MAIN-c0660aec,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,11047000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,2886927.328724,,2886927.328724,3.8265597786566694,main_id
TECH-c0660aec-2023-4,2023,Energy,Light Fuel & Gasoline,GJ,1347.0,,QC-MAIN-c0660aec,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,1347000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,2886927.328724,,2886927.328724,0.4665860434371806,main_id
TECH-c0660aec-2023-5,2023,Energy,Natural gas,GJ,86234.0,,QC-MAIN-c0660aec,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,86234000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,2886927.328724,,2886927.328724,29.870512895146124,main_id
TECH-6e9be24e-2023-1,2023,Energy,Electricity consumption|Non-renewable electricity use,GJ,619000.0,,ON-MAIN-6e9be24e,,CMP-79bcdb91,SRC_BarrickGoldCorporation_Barrick_2023_Performance-Data,619000000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,1266009.0,,1266009.0,488.938072320181,main_id
TECH-6e9be24e-2023-2,2023,Energy,Non-renewable fuel use,GJ,301000.0,,ON-MAIN-6e9be24e,,CMP-79bcdb91,SRC_BarrickGoldCorporation_Barrick_2023_Performance-Data,301000000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,1266009.0,,1266009.0,237.75502385844018,main_id
TECH-687b8c8d-2023-1,2023,Energy,Electricity consumption|Generated on-site,GJ,717.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023,717000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,439008.0,,439008.0,1.6332276404985786,main_id
TECH-687b8c8d-2023-2,2023,Energy,Electricity consumption|Grid electricity,GJ,334179.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023,334179000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,439008.0,,439008.0,761.213918652963,main_id
TECH-687b8c8d-2023-3,2023,Energy,Diesel,GJ,211308.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023,211308000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,439008.0,,439008.0,481.33063634375685,main_id
TECH-687b8c8d-2023-4,2023,Energy,Gasoline,GJ,14406.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023,14406000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,439008.0,,439008.0,32.81489175595889,main_id
TECH-687b8c8d-2023-5,2023,Energy,Propane,GJ,72011.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023,72011000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,439008.0,,439008.0,164.03117938625263,main_id
TECH-44857446-2023-1,2023,Energy,Diesel|Mobile equipment,gallons,409793.0,,YT-MAIN-44857446,,CMP-7e360a1f,SRC_HeclaMiningCompany_SR_2023,59877652.477018006,lhv_factor,diesel MJ/L=38.6,MJ,False,127307.0,,127307.0,470.3406134542327,main_id
TECH-44857446-2023-2,2023,Energy,Gasoline|Mobile equipment,gallons,67158.0,,YT-MAIN-44857446,,CMP-7e360a1f,SRC_HeclaMiningCompany_SR_2023,8694343.315476002,lhv_factor,gasoline MJ/L=34.2,MJ,False,127307.0,,127307.0,68.2943067975524,main_id
TECH-44857446-2023-3,2023,Energy,Propane,gallons,422621.0,,YT-MAIN-44857446,,CMP-7e360a1f,SRC_HeclaMiningCompany_SR_2023,40474782.118133,lhv_factor,propane MJ/L=25.3,MJ,False,127307.0,,127307.0,317.9305310637514,main_id
TECH-44857446-2023-4,2023,Energy,Surface/underground emulsion & ANFO,pounds,511210.0,,YT-MAIN-44857446,,CMP-7e360a1f,SRC_HeclaMiningCompany_SR_2023,,missing_factor,No LHV for subflow=surface/underground_emulsion_&_anfo,,True,127307.0,,127307.0,,main_id
TECH-44857446-2023-5,2023,Energy,Electricity consumption|Not specified,kWh,17595388.0,,YT-MAIN-44857446,,CMP-7e360a1f,SRC_HeclaMiningCompany_SR_2023,63343396.800000004,direct_unit,kwh→MJ factor=3.6,MJ,False,127307.0,,127307.0,497.5641308019198,main_id
TECH-9de9bb0d-2023-1,2023,Energy,Diesel,kl,1188.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,45856800.0,lhv_factor,diesel MJ/L=38.6,MJ,False,191148.0,,191148.0,239.9020654152803,main_id
TECH-9de9bb0d-2023-2,2023,Energy,Explosives,t,506.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,2024000.0,lhv_factor,explosives MJ/kg=4.0 (from t),MJ,False,191148.0,,191148.0,10.588653817983971,main_id
TECH-9de9bb0d-2023-3,2023,Energy,Gasoline,kl,36.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,1231200.0,lhv_factor,gasoline MJ/L=34.2,MJ,False,191148.0,,191148.0,6.441082302718312,main_id
TECH-9de9bb0d-2023-4,2023,Energy,Natural gas,kl,1528.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,34380000.0,lhv_factor,natural_gas MJ/L=22.5,MJ,False,191148.0,,191148.0,179.8606315525143,main_id
TECH-9de9bb0d-2023-5,2023,Energy,Electricity consumption|Generated on-site,MWh,10684.5,Given in MW in the Excel file but does not make sense,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,38464200.0,direct_unit,mwh→MJ factor=3600.0,MJ,False,191148.0,,191148.0,201.2273212379936,main_id
TECH-9de9bb0d-2023-6,2023,Energy,Electricity consumption|Grid electricity,MWh,32053.5,Given in MW in the Excel file but does not make sense,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd._ESG_data_2023,115392600.0,direct_unit,mwh→MJ factor=3600.0,MJ,False,191148.0,,191148.0,603.6819637139807,main_id
TECH-a3c56a83-2023-1,2023,Energy,Diesel,kl,13849.0,,ON-MAIN-a3c56a83,,CMP-967076a1,SRC_ImpalaCanadaLtd_ESG_2024,534571400.0,lhv_factor,diesel MJ/L=38.6,MJ,False,10248000.0,,10248000.0,52.16348555815769,main_id
TECH-a3c56a83-2023-2,2023,Energy,Petrol,kl,422.0,,ON-MAIN-a3c56a83,,CMP-967076a1,SRC_ImpalaCanadaLtd_ESG_2024,14432400.000000002,lhv_factor,gasoline MJ/L=34.2,MJ,False,10248000.0,,10248000.0,1.408313817330211,main_id
TECH-a3c56a83-2023-3,2023,Energy,Electricity consumption|Not specified,GWh,326.0,,ON-MAIN-a3c56a83,,CMP-967076a1,SRC_ImpalaCanadaLtd_ESG_2024,1173600000.0,direct_unit,gwh→MJ factor=3600000.0,MJ,False,10248000.0,,10248000.0,114.51990632318501,main_id
TECH-f9e41c2a-2023-1,2023,Energy,Electricity consumption|Grid electricity,GJ,276713.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023,276713000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,838419.0,,838419.0,330.0414232024799,main_id
TECH-f9e41c2a-2023-2,2023,Energy,Diesel|Mobile equipment,GJ,191632.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023,191632000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,838419.0,,838419.0,228.56352253467537,main_id
TECH-f9e41c2a-2023-3,2023,Energy,Diesel|Stationary equipment,GJ,181.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023,181000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,838419.0,,838419.0,0.21588251220451826,main_id
TECH-f9e41c2a-2023-4,2023,Energy,Gasoline,GJ,3549.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023,3549000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,838419.0,,838419.0,4.2329670486952224,main_id
TECH-f9e41c2a-2023-5,2023,Energy,LPG|Mobile equipment,GJ,45.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023,45000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,838419.0,,838419.0,0.053672447785653714,main_id
TECH-f9e41c2a-2023-6,2023,Energy,LPG|Stationary equipment,GJ,187.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023,187000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,838419.0,,838419.0,0.22303883857593876,main_id
TECH-f9e41c2a-2023-7,2023,Energy,Natural gas,GJ,76904.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023,76904000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,838419.0,,838419.0,91.72502054462029,main_id
TECH-e51eda66-2023-1,2023,Energy,Electricity consumption|Grid electricity,kWh,469220285.0,,QC-MAIN-e51eda66,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,1689193026.0,direct_unit,kwh→MJ factor=3.6,MJ,False,2658395.96049,,2658395.96049,635.4181435366932,main_id
TECH-e51eda66-2023-2,2023,Energy,Diesel,GJ,391146.0,,QC-MAIN-e51eda66,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,391146000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,2658395.96049,,2658395.96049,147.13609477795902,main_id
TECH-e51eda66-2023-3,2023,Energy,Explosives,GJ,6280.0,,QC-MAIN-e51eda66,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,6280000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,2658395.96049,,2658395.96049,2.3623267915448007,main_id
TECH-e51eda66-2023-4,2023,Energy,Light Fuel & Gasoline,GJ,8329.0,,QC-MAIN-e51eda66,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,8329000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,2658395.96049,,2658395.96049,3.1330923322892743,main_id
TECH-e51eda66-2023-5,2023,Energy,Natural gas,GJ,297435.0,,QC-MAIN-e51eda66,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,297435000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,2658395.96049,,2658395.96049,111.88513841451079,main_id
TECH-1f126a43-2023-1,2023,Energy,Electricity consumption|Grid electricity,kWh,182554670.0,,ON-MAIN-1f126a43,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,657196812.0,direct_unit,kwh→MJ factor=3.6,MJ,False,441588.0,,441588.0,1488.257860267942,main_id
TECH-1f126a43-2023-2,2023,Energy,Diesel,GJ,91423.0,,ON-MAIN-1f126a43,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,91423000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,441588.0,,441588.0,207.03234689348443,main_id
TECH-1f126a43-2023-3,2023,Energy,Explosives,GJ,82576.0,,ON-MAIN-1f126a43,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,82576000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,441588.0,,441588.0,186.99783508609835,main_id
TECH-1f126a43-2023-4,2023,Energy,Light Fuel & Gasoline,GJ,6440.0,,ON-MAIN-1f126a43,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,6440000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,441588.0,,441588.0,14.583729630334158,main_id
TECH-1f126a43-2023-5,2023,Energy,Natural gas,GJ,327090.0,,ON-MAIN-1f126a43,,CMP-6265c407,SRC_AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,327090000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,441588.0,,441588.0,740.7130628549689,main_id
