metal,database,name,product,location,unit,description,categories,activity type,production amount,parameters,authors,data quality
aluminium,ecoinvent-3.10-cutoff,aluminium oxide production,"aluminium oxide, metallurgical",RNA,kilogram,"Data on Al(OH)3 extraction and calcination to Al2O3 was aggregated on original source (IAI 2015, IAI personnal communication 2017). In- and outputs of AL(OH)3 are calculated according to the stoichiometry (1.530 kg Al(OH)3 --> 1.000 kg Al2O3 + 0.530 kg H2O). Separate energy data was provided by IAI for production of hydrate and calcination processes.
Two sources were used in the creation of this dataset: IAI 2015 Survey data; and original ecoinvent 2 data (Althaus, 2007) for flows unreported by IAI.
As reported by the IAI: ""Total alumina production is the quantity of aluminium oxide trihydrate produced in a defined period and expressed as 100%, nominal aluminium oxide (Al2O3) equivalent, irrespective of further processing. Total alumina production figures have two components, that to be used for the production of aluminium (metallurgical grade alumina) and that to be used for any other purpose (chemical grade alumina)."" (IAIA, 2019, ALUMINA PRODUCTION. Retrieved from: http://www.world-aluminium.org/statistics/alumina-production/, accesseed 11 Feb 2019).
Geography:  While IAI data are global in scope, flows not reported by IAI and taken from anterior ecoinvent v2 dataset are based on European data.
Technology:  Average technology for the aluminium produced globally.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'Linlin Wu', 'email': 'wu@world-aluminium.org'}, 'data generator': {'name': 'Linlin Wu', 'email': 'wu@world-aluminium.org'}}",
copper,ecoinvent-3.10-cutoff,"smelting of copper concentrate, sulfide ore","copper, anode",JP,kilogram,"This dataset represents the smelting of copper concentrates to produce copper anodes in Japan.
Background: Copper is one of the world’s major mineral commodities and is mined from heterogeneous sulfide or oxide mineral deposits in countries worldwide. Copper sulfide deposits, such as those of the porphyry or massive sulphide type, contain numerous other valuable minerals, which are desirable to society. Copper is mined & beneficiated to produce a copper sulfide concentrate, as well as other by-product concentrates (e.g. molybdenite), which are sold to smelters. Copper sulfide concentrates are smelted to produce the intermediate product, copper anode. This is then sold to refineries, where it is electrorefined to produce copper cathode, which is sold to fabricators. The by-product of copper electrorefining is anode slime, which contains various important by-product metals (principally gold, silver, selenium & tellurium) and is sold to precious metal recovery plants for further processing to recover the valuable metals.
Modelling approach: The amounts of most exchanges are based on Classen et al. (2009). The amounts of by products from the process were calculated through a global material flow analysis of primary copper production. Electrical and thermal energy demand was based on the global smelter technology mix and estimated energy demand for each technology type (Turner & Hischier, 2020). Further information is provided in the sampling procedure, exchange comments and references.
References:
Classen M., Althaus H.-J., Blaser S., Tuchschmid M., Jungbluth N., Doka G., Faist Emmenegger M. and Scharnhorst W. (2009) Life Cycle Inventories of Metals. Final report ecoinvent data v2.1, No 10. EMPA Dübendorf, Swiss Centre for Life Cycle Inventories, Dübendorf, CH, Online-Version under: www.ecoinvent.ch.
Turner, D. A. & Hischier, R. (2020). Life cycle inventories of pyrometallurgical copper production and anode slime processing. Empa, St. Gallen, Switzerland.
Geography:  The energy values are representative of the smelter technology mix in Japan (Turner & Hischier, 2020). For the inputs from technosphere and emissions to environment, the values are based on those reported in Classen et al. (2009) for the RAS region.
Technology:  Based on the mix of smelter types in operation nationally in 2002; assumed here to represent the current smelter technology mix: Reverberatory furnace, 19.9%; Mitsubishi process, 15.5%; and Noranda–Teniente furnace, 64.6%.
Time period:  Production volumes are representative of the situation in 2015 but are considered valid until the end of 2019. Besides the values for electricity use, data sources for the inventory model have not been updated since v2.1 (see Classen et al. 2009).
Reference:
Classen, M., Althaus, H.-J., Blaser, S., Scharnhost, W., Tuchschmid, M., Jungbluth, N., & Emmenegger, M. F. (2009). Life cycle inventories of metals. Final report, ecoinvent data v2.1, No. 10. Dübendorf, Switzerland.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'David Turner', 'email': 'turner@ecoinvent.org'}, 'data generator': {'name': 'David Turner', 'email': 'turner@ecoinvent.org'}}",
copper,ecoinvent-3.10-cutoff,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining","precious metal from electronics scrap, in anode slime",SE,kilogram,"The multi-output-process ""secondary copper refining"" delivers the co-products ""precious metals from electric waste, in anode slime, at refinery"", ""copper, secondary, from electronic and electric scrap recycling, at refinery"" and ""nickel, secondary, from electronic and electric scrap recycling, at refinery"". The product ""precious metals from electric waste, …"" is an intermediary in the production of secondary gold from electric scrap and is not to be used by the LCA practitioner. The flows ""copper, …"" and ""nickel, …"" are by-products of this process that receive part of the burdens allocated. They must not be used.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  Data describes a Swedish plant that is singular in the region and ranges worldwide among the big producer. It may be taken as approximation for the global situation
Technology:  Production of cathode copper by electrolytic refining.",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.9, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}, {'description': 'fraction, water, completely softened, to air', 'id': 'a6208a3b-d42f-476b-b52d-f12a68ecb755', 'unit': 'dimensionless', 'comment': 'Calculated value. See comment in the other parametres present in this dataset. Water, completely softened is considered to be always used as process water, thus process water fractions to air are applied to all water, completely softened input flows to calculate the amount of water consumed in the processes.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.9, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_WCS_to_air'}]","{'data entry': {'name': 'Mischa Classen', 'email': 'empa@ecoinvent.org'}, 'data generator': {'name': 'Mischa Classen', 'email': 'empa@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,"electricity production, hydro, aluminium industry","electricity, high voltage, aluminium industry","IAI Area, Asia, without China and GCC",kilowatt hour,"This is a dataset used to create an aluminium industry specific electricity market for 'aluminium production Area 4/5' (Asia without China). The production volume represents the total amount of hydroelectricity used in the region for aluminium production (electrolysis and ingot casting). The dataset also identifies the technology and country providing the hydroelectricity in the region. 
Electricity markets specific to the aluminium-industry are needed in an LCI database because primary aluminium production is very energy intensive, and hence the location of production plants is often determined by access to large amounts of cheap electricity, which often results in an electricity mix that is different from the general grid mix of the countries where the production plants are located. 
It is assumed that the production of electricity in general and in aluminium industry specific power plants is identical. Details on actual electricity generation with each technology can be found in the corresponding datasets.
The share of hydroelectricity produced by the different technologies (reservoir, run-of-river, pumped storage) is calculated using both (1) estimates of the share of hydroelectricity coming from each country within Area 4/5 (using country-specific aluminium production volumes, supplied by the International Aluminium Institute, and International Energy Agency data on electricity sources within each country) and (2) ecoinvent v3.2 country-specific split of hydroelectricity into different technologies for IN, ID, JP MY, IR and TR. For countries whose electricity production is not modelled in ecoinvent (AZ, KZ and TJ), hydroelectricity is assumed to be produced in non-alpine reservoir hydroelectric plants.
Calculations are detailed in the report 'Calculating grid mixes for the aluminium industry in ecoinvent v3', available on the ecoinvent website.
Geography:  Aluminium producing Asian countries (without China) (AZ, IN, ID, IR, JP, KZ, MY, TJ, TR)
Time period:  Production volume updated with 2015 data from IAI",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}, 'data generator': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}}",
gold,ecoinvent-3.10-cutoff,gold production,gold,TZ,kilogram,"This data set describes the beneficiation, concentration and refinement of gold.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  Material requirements for gold concentration are estimated with Australian data. Emissions to water have been estimated with South-African, emissions to air with Australian data.
Technology:  The mining of ore from open pit and underground mines is considered.
Time period:  Period of public environmental report",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.89711998488588, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}]","{'data entry': {'name': 'Matthias Tuchschmid (obsolete)', 'email': 'esu-services@ecoinvent.org'}, 'data generator': {'name': 'Matthias Tuchschmid (obsolete)', 'email': 'esu-services@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,"treatment of aluminium in car shredder residue, municipal incineration",aluminium in car shredder residue,GLO,kilogram,"The process represents the treatment of 'aluminium in car shredder residue' in a municipal solid waste incinerator (MSWI). Recommended use of this dataset: For disposal of rather fine or dusty aluminium, which goes to incineration as part of Automotive Shredder Residue (ASR). Due to fine grain size of the particles, 50% burnability is assumed, therefore not suited for less fine aluminium parts in waste. Pure, isolated aluminium fractions will not be disposed in incinerators, but rather go to recycling.Inventoried waste contains several fractions: 50% Al in ASR burnable; 50% Al in ASR inert; . Waste composition (wet, in ppmw): H2O na; O na; H na; C na; S na; N na; P na; B na; Cl 4825; Br na; F na; I na; Ag na; As na; Ba na; Cd 3; Co na; Cr na; Cu 8.5; Hg na; Mn na; Mo na; Ni na; Pb 25.5; Sb na; Se na; Sn na; V na; Zn 29; Be na; Sc na; Sr na; Ti na; Tl na; W na; Si na; Fe na; Ca na; Al 995110; K na; Mg na; Na na. Share of carbon in initial waste input that is biogenic 61.4%.Share of metals in waste not oxidised and bulk-recyclable (exclude very small or thin parts) Iron: 0%; Alu: 54.95%; Copper: 0%.Recovery of metal scrap from bottom ash to recycling: 0g iron scrap, 154.24g aluminium scrap, 0g copper scrap. Net energy production: 0MJ/kg electric energy and 0MJ/kg thermal energy. 
Geography:  Modelling parameters affecting the treatment technology are not specific to this geography.
Technology:  The waste is treated in the incineration plant with flue gas cleaning. Incineration is the controlled combustion of a waste. Auxiliary material consumption for this step of air pollution control (APC) are included in the process. Air polution control includes electrostatic precipitator for fly ash (ESP), wet flue gas scrubber and 25%  SNCR , 42.77%  SCR-high dust , 32.68%  SCR-low dust -DeNOx facilities and 0% without DeNOx  (weighted according to mass of burnt waste). Efficiency of iron scrap separation from slag : 58%. Efficiency of aluminium scrap separation from slag : 31%. Efficiency of copper scrap separation from slag : 31%. Gross electric efficiency technology mix 15.84% and Gross thermal efficiency technology mix 28.51% ",,ordinary transforming activity,-1.0,[],"{'data entry': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}, 'data generator': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}}",
copper,ecoinvent-3.10-cutoff,"treatment of residues, MSWI, copper in car shredder residue, residual material landfill","residues, MSWI, copper in car shredder residue",GLO,kilogram,"The process represents the treatment of controlled landfilling in residual material landfill of a waste (residues) that is exclusively produced in another waste treatment. Residues are a by-product that is generated during the municipal solid waste incineration (MSWI) of  'copper in car shredder residue'. Recommended use of this dataset: to be used within the specific chain of treatments for 'copper in car shredder residue'. Share of biogenic carbon in the sludge: 0%.
Geography:  Modelling parameters affecting the treatment technology are not specific to this geography.
Technology:  Residual material landfill for polluted, inorganic waste with base seal and leachate collection system (landfill type C). Recultivation after closure.",,ordinary transforming activity,-1.0,[],"{'data entry': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}, 'data generator': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}}",
copper,ecoinvent-3.10-cutoff,market for scrap copper,scrap copper,Europe without Switzerland,kilogram,"This is a market activity, representing a treatment mix. In the case of products needing treatment, market mixes are supplied by the activities treating the product in the geography defined by the market, and they supply the activities needing to treat the product, as they have generated it as a by-product in the Undefined processes (present as a negative input in system models). Transport to the treating facility or losses are also accounted in this type of markets, when relevant. This is the market for 'scrap copper' in the geography of Europe without Switzerland. Transport from producers to consumers of this product in the geography covered by the market is included.
Geography:  The disposal mix is country-specific for Europe without Switzerland.
Technology:  The dataset supplies a disposal mix (technology mix) of 'scrap copper' to the respective waste producing activities.",,market activity,-1.0,[],"{'data entry': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}, 'data generator': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,"market for electricity, medium voltage, aluminium industry","electricity, medium voltage, aluminium industry",CN,kilowatt hour,"This is a market activity. Each market represents the consumption mix of a product in a given geography, connecting suppliers with consumers of the same product in the same geographical area. Markets group the producers and also the imports of the product (if relevant) within the same geographical area. They also account for transport to the consumer and for the losses during that process, when relevant.
This dataset describes the electricity available on the medium voltage level for the Chinese primary aluminium-industry, i.e. used for primary aluminium production only. Aluminium industry specific markets are needed in an LCI database because primary aluminium production is very energy intensive, and hence the location of production plants is often determined by access to large amounts of cheap electricity, which often results in an electricity mix that is different from the general grid mix of the countries where the production plants are located.
Geography:  China
Technology:  Average technology used to transmit and distribute electricity. Includes underground and overhead lines, as well as air-, vacuum- and SF6-insulated high-to-medium voltage switching stations.",,market activity,1.0,[],"{'data entry': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}, 'data generator': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}}",
copper,ecoinvent-3.10-cutoff,copper smelting facility construction,copper smelting facility,RoW,unit,"Production of Kaldo converter and converter aisle: chromium steel, refractory bricks and concrete foundation. Building hall houses the facilities, covering 1200m2. Service lifetime 50 year. Service lifetime 50 year, 250'000 t of metals produced per year.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  Data describes a Swedish plant that is singular in the region and ranges worldwide among the big producer. It may be taken as approximation for the global situation
Technology:  Due to high temperature chromium steel and refractory materials are used. Kaldo converter and converter aisle considered.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': 'Wolfram Scharnhorst', 'email': 'empa@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,"aluminium production, primary, liquid, prebake","aluminium, primary, liquid",CA,kilogram,Geography:  Data mostly from global surveys by IAI.,,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}, 'data generator': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}}",
copper,ecoinvent-3.10-cutoff,treatment of copper scrap by electrolytic refining,"copper, cathode",RER,kilogram,"This dataset represents the production of 1 kg of copper cathodes, by electrolyti refining, in 2003. It is designed for the use of the metal as part of the consumption mix 'copper, at regional storage'. It is not to be used if the impact of the secondary copper is considerable. In such cases, a more detailed analysis has to be conducted.
Geography:  This module is valid for one single very big plant, which is taken as proxy for the RER.
Technology:  Secondary copper consists of various types of scrap. Prompt scrap is directly reused in foundries and is not further processed. Old scrap has to be treated in a secondary copper smelter, where a variety of metal values are recuperated. Depending on the chemical composition, the raw materials of a secondary copper smelter are processed in different types of furnaces, including: - blast furnaces (up to 30% of Cu in the average charge), - converters (about 75% Cu), and - anode furnaces (about 95% Cu).
A scheme of the process considered is given in Fig 1. The blast furnace metal (“black copper”) is treated in a converter; then, the converter metal is refined in an anode furnace. In each step additional raw material with corresponding copper content is added. In the blast furnace, a mixture of raw materials, iron scrap, limestone and sand as well as coke is charged at the top. Air that can be enriched with oxygen is blown through the tuyeres. The coke is burnt and the charge materials are smelted under reducing conditions. Black copper and slag are discharged from tapholes.
The converters used in primary copper smelting, working on mattes containing iron sulphide, generate surplus heat and additions of scrap copper are often used to control the temperature. The converter provides a convenient and cheap form of scrap treatment, but often with only moderately efficient gas cleaning. Alternatively, hydrometallurgical treatment of scrap, using ammonia leaching, yields to solutions which can be reduced by hydrogen to obtain copper powder. Alternatively, these solutions can be treated by solvent extraction to produce feed to a copper-winning cell.
Converter copper is charged together with copper raw materials in anode furnace operation. For smelting the charge, oil or coal dust is used, mainly in reverberatory furnaces. After smelting, air is blown on the bath to oxidise the remaining impurities. Leaded brasses, containing as much as 3% of lead, are widely used in various applications and recycling of their scrap waste is an important activity. Such scrap contains usually much swarf and turnings coated with lubricant and cutting oils. Copper-containing cables and motors contain plastic or rubber insulants, varnishes, and lacquers. In such cases, scrap needs pre-treatment to remove these non-metallic materials. The smaller sizes of scrap can be pre-treated thermally in a rotary kiln provided with an after-burner to consume smoke and oil vapours (so-called Intal process).
Emissions and waste: Elevated levels of halogenated organic compounds may arise, such as TCDD. Slags are usually used in construction. Waste water is led to a communal treatment plant.
References:
EEA, 1999.
https://db3.ecoinvent.org/images/f2b602ec-dc47-48e3-88a7-ab8ec727bd33",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.89711998488588, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}, {'description': 'fraction, tap water, to air', 'id': '148c8010-cc60-48cd-9b40-fc7278e377f7', 'unit': 'dimensionless', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.89711998488588, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_TW_to_air'}]","{'data entry': {'name': 'Mischa Classen', 'email': 'empa@ecoinvent.org'}, 'data generator': {'name': 'Mischa Classen', 'email': 'empa@ecoinvent.org'}}",
titanium,ecoinvent-3.10-cutoff,"electrolysis of magnesium chloride, from titanium sponge production","magnesium, for reuse in titanium sponge production",RoW,kilogram,"This dataset models the electrolysis of 1 kg of magnesium chloride produced during the production of titanium sponge using the Kroll process, which is modelled by the following reaction: TiCl4+ 2Mg -> Ti + 2MgCl2. The electrolysis of magnesium chloride separates the magnesium from the chlorine through the following reaction: MgCl2 -> Mg + Cl2. The recovered Mg is fed back to the reduction and distillation process (which produces titanium sponge) and the chlorine is fed back to the chlorination and refining process (which produces titanium tetrachloride).
This dataset is a copy of the dataset covering the geography of China (CN), which is based on Gao et al. (2018). The data is assumed to be representative also of the global situation, since the Kroll process is the most commonly used method for the production of titanium sponge.
Reference: 
Gao, F., Nie, Z., Yang, D., Sun, B., Liu, Y., Gong, X., & Wang, Z. (2018). Environmental impacts analysis of titanium sponge production using Kroll process in China. Journal of Cleaner Production, 174, 771-779. doi:https://doi.org/10.1016/j.jclepro.2017.09.240.
Geography:  The dataset has been approximated from the respective dataset for CN. The data is assumed to be representative also of the global situation.
Technology:  The reduction and distillation step of the Kroll process produces titanium sponge and magnesium chloride as a byproduct based on the following stoichiometric equation: TiCl4 + 2Mg -> Ti + 2MgCl2. The magnesium chloride is then separated via electrolysis in order to recover the magnesium and chlorine through the following reaction: MgCl2 -> Mg + Cl2.
After refining, the magnesium is recycled and serves again as input to the reduction and distillation process, while chlorine (after it is filtrated and purified) is recycled and sent back to the chlorination process as an input.
According to Gao et al. (2018), the chlorination step (2TiO2 + 4Cl2 + 3C -> 2TiCl4 + 2CO + CO2) requires 1620 kg of chlorine per metric ton of titanium sponge to compensate for the chlorine that is not recovered by the electrolysis of magnesium chloride. Based on stoichiometry, roughly 2962 kg of Cl2 are required to produce 1 metric ton of titanium sponge. This means the overall recovery rate of Cl is roughly 45%.
Because 0.093 kg of MgCl2 is lost in the reduction and distillation step, this means that 3.885 kg of MgCl2 per kg Ti are sent to electrolysis, out of which 1.342 kg of Cl are recovered. The amount of Cl recovered per kg of MgCl2 entering the electrolysis step is therefore 0.3455 kg and corresponds to a recovery rate of 46.4% in this step.
Based on the stoichiometric reaction of the reduction and distillation step, roughly 1.016 kg of Mg are required as input. Gao et al. (2018) report an input of 41 kg per metric ton of titanium sponge. The overall recovery rate of Mg is therefore approximately 96%.
0.97 kg of Mg is recovered out of the 3.885 kg of MgCl2 that goes to electrolysis. The amount of Mg recovered per kg of MgCl2 entering the electrolysis step is therefore 0.2509 kg and corresponds to a recovery rate of 98.3% in this step.
Time period:  Data are considered representative of current production practices. The data are assumed to be valid on average for 5 years after the publication of that article. ",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'David FitzGerald', 'email': 'fitzgerald@ecoinvent.org'}, 'data generator': {'name': 'David FitzGerald', 'email': 'fitzgerald@ecoinvent.org'}}",
copper,ecoinvent-3.10-cutoff,"treatment of copper in car shredder residue, municipal incineration FAE",copper in car shredder residue,CH,kilogram,"The process represents the treatment of 'copper in car shredder residue' in a municipal solid waste incinerator (MSWI). Recommended use of this dataset: For disposal of rather fine or dusty copper, which goes to incineration as part of Automotive Shredder Residue (ASR). Due to fine grain size of the particles, 50% burnability is assumed, therefore not suited for less fine copper parts in waste. Pure, isolated copper fractions will not be disposed in incinerators, but rather go to recycling.
Inventoried waste contains several fractions: 50% Cu in ASR burnable; 50% Cu in ASR inert; . 
Waste composition (wet, in ppmw): H2O na; O na; H na; C na; S 0.0000028372; N na; P na; B na; Cl na; Br na; F na; I na; Ag 489.05; As na; Ba na; Cd na; Co na; Cr 2.7346; Cu 924870; Hg na; Mn 1483.2; Mo na; Ni 4062.3; Pb 0.0044823; Sb 3438.1; Se na; Sn 8733.9; V 0.00002178; Zn 1075.5; Be na; Sc na; Sr na; Ti na; Tl na; W na; Si 6428.2; Fe 9181.1; Ca na; Al 40233; K na; Mg na; Na na. 
Share of carbon in initial waste input that is biogenic 61.4%.
Share of metals in waste not oxidised and bulk-recyclable (exclude very small or thin parts) Iron: 0%; Alu: 0%; Copper: 52.94%.
Recovery of metal scrap from bottom ash to recycling: 0g iron scrap, 0g aluminium scrap, 143.36g copper scrap. From this waste, the FLUWA process in the technology mix recovers 0.000393kg (DM) of a hydroxide sludge to be recycled in zinc furnaces.
 Net energy production: 0MJ/kg electric energy and 0MJ/kg thermal energy. 
Geography:  Modelling parameters affecting the treatment technology are specific to this geography and to the technology mix encountered in Switzerland in 2012.
Technology:  The waste is treated in the incineration plant with flue gas cleaning. Incineration is the controlled combustion of a waste and it includes fly ash extraction (FAE). Auxiliary material consumption for this step of air pollution control (APC) are included in the process. Air polution control includes electrostatic precipitator for fly ash (ESP), wet flue gas scrubber and 25%  SNCR , 42.77%  SCR-high dust , 32.68%  SCR-low dust -DeNOx facilities and 0% without DeNOx  (weighted according to mass of burnt waste). Efficiency of iron scrap separation from slag : 58%. Efficiency of aluminium scrap separation from slag : 31%. Efficiency of copper scrap separation from slag : 31%. The technology mix for this dataset includes a filter ash treatment (FLUWA) of a share of 46.22%. Gross electric efficiency technology mix 15.84% and Gross thermal efficiency technology mix 28.51% ",,ordinary transforming activity,-1.0,[],"{'data entry': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}, 'data generator': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}}",
