site_id,activity_name,mining_processing_type,archetypes,flow_type,subflow_type,value,unit,data_source,ore_processed_t,value_normalized,functional_unit,allocation_factor,normalization_key
ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,2991452173.2,MJ,MetalliCan,25434853.5024164,117.61232172679121,Ore processed,1,ore
ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Au–Ag free-milling,Energy,Light Fuel & Gasoline,71904000.0,MJ,MetalliCan,25434853.5024164,2.8269869922061424,Ore processed,1,ore
ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Au–Ag free-milling,Energy,Propane,182468000.0,MJ,MetalliCan,25434853.5024164,7.173935559827971,Ore processed,1,ore
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Aviation fuel,21662098.88,MJ,MetalliCan,1661000.0,13.041600770620107,Ore processed,1,ore
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,385327797.4,MJ,MetalliCan,1661000.0,231.98542889825404,Ore processed,1,ore
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,3531106.8,MJ,MetalliCan,1661000.0,2.1258921131848285,Ore processed,1,ore
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,892229950.44,MJ,MetalliCan,1661000.0,537.1643289825407,Ore processed,1,ore
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Gasoline,10018117.9,MJ,MetalliCan,1661000.0,6.031377423239013,Ore processed,1,ore
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Propane,142393174.15,MJ,MetalliCan,1661000.0,85.72737757375076,Ore processed,1,ore
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Diesel,1683653000.0,MJ,MetalliCan,30000000.0,56.121766666666666,Ore processed,1,ore
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Electricity consumption|Grid electricity,1695665000.0,MJ,MetalliCan,30000000.0,56.522166666666664,Ore processed,1,ore
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Gasoline,38791000.0,MJ,MetalliCan,30000000.0,1.2930333333333333,Ore processed,1,ore
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Natural gas,186977000.0,MJ,MetalliCan,30000000.0,6.232566666666667,Ore processed,1,ore
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Propane,453000.0,MJ,MetalliCan,30000000.0,0.0151,Ore processed,1,ore
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Energy,Diesel,129455000.0,MJ,MetalliCan,2886927.328724,44.84179380338546,Ore processed,1,ore
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Energy,Electricity consumption|Grid electricity,644118282.0,MJ,MetalliCan,2886927.328724,223.1155164839897,Ore processed,1,ore
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Energy,Light Fuel & Gasoline,1347000.0,MJ,MetalliCan,2886927.328724,0.4665860434371806,Ore processed,1,ore
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Energy,Natural gas,86234000.0,MJ,MetalliCan,2886927.328724,29.870512895146124,Ore processed,1,ore
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,211308000.0,MJ,MetalliCan,439008.0,481.33063634375685,Ore processed,1,ore
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,717000.0,MJ,MetalliCan,439008.0,1.6332276404985786,Ore processed,1,ore
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,334179000.0,MJ,MetalliCan,439008.0,761.213918652963,Ore processed,1,ore
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Au–Ag free-milling,Energy,Gasoline,14406000.0,MJ,MetalliCan,439008.0,32.81489175595889,Ore processed,1,ore
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Au–Ag free-milling,Energy,Propane,72011000.0,MJ,MetalliCan,439008.0,164.03117938625263,Ore processed,1,ore
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",Ag polymetallic,Energy,Diesel|Mobile equipment,55697075.44526765,MJ,MetalliCan,127307.0,437.5020654423374,Ore processed,1,ore
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",Ag polymetallic,Energy,Electricity consumption|Not specified,63343396.8,MJ,MetalliCan,127307.0,497.56413080191976,Ore processed,1,ore
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",Ag polymetallic,Energy,Gasoline|Mobile equipment,8333350.1134884,MJ,MetalliCan,127307.0,65.45869522876511,Ore processed,1,ore
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",Ag polymetallic,Energy,Propane,36595602.20983067,MJ,MetalliCan,127307.0,287.45946577824213,Ore processed,1,ore
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Au–Ag free-milling,Energy,Diesel,42655140.0,MJ,MetalliCan,191148.0,223.15242639211502,Ore processed,1,ore
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,38464200.0,MJ,MetalliCan,191148.0,201.2273212379936,Ore processed,1,ore
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,115392600.0,MJ,MetalliCan,191148.0,603.6819637139807,Ore processed,1,ore
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Au–Ag free-milling,Energy,Gasoline,1180080.0,MJ,MetalliCan,191148.0,6.173645552137611,Ore processed,1,ore
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Au–Ag free-milling,Energy,Natural gas,58064.0,MJ,MetalliCan,191148.0,0.30376462217757966,Ore processed,1,ore
ON-MAIN-a3c56a83,Open-pit and underground mining and beneficiation at Lac des Iles,"Open-pit, underground, concentrator",Ni–Cu sulfide,Energy,Diesel,497248345.0,MJ,MetalliCan,3798000.0,130.92373486045287,Ore processed,1,ore
ON-MAIN-a3c56a83,Open-pit and underground mining and beneficiation at Lac des Iles,"Open-pit, underground, concentrator",Ni–Cu sulfide,Energy,Electricity consumption|Not specified,1173600000.0,MJ,MetalliCan,3798000.0,309.0047393364929,Ore processed,1,ore
ON-MAIN-a3c56a83,Open-pit and underground mining and beneficiation at Lac des Iles,"Open-pit, underground, concentrator",Ni–Cu sulfide,Energy,Petrol,13833160.0,MJ,MetalliCan,3798000.0,3.6422222222222222,Ore processed,1,ore
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel|Mobile equipment,191632000.0,MJ,MetalliCan,838419.0,228.56352253467537,Ore processed,1,ore
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel|Stationary equipment,181000.0,MJ,MetalliCan,838419.0,0.21588251220451826,Ore processed,1,ore
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,276713000.0,MJ,MetalliCan,838419.0,330.0414232024799,Ore processed,1,ore
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,"Underground, concentrator",Au–Ag free-milling,Energy,Gasoline,3549000.0,MJ,MetalliCan,838419.0,4.2329670486952224,Ore processed,1,ore
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,"Underground, concentrator",Au–Ag free-milling,Energy,LPG|Mobile equipment,45000.0,MJ,MetalliCan,838419.0,0.053672447785653714,Ore processed,1,ore
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,"Underground, concentrator",Au–Ag free-milling,Energy,LPG|Stationary equipment,187000.0,MJ,MetalliCan,838419.0,0.22303883857593876,Ore processed,1,ore
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,"Underground, concentrator",Au–Ag free-milling,Energy,Natural gas,76904000.0,MJ,MetalliCan,838419.0,91.72502054462029,Ore processed,1,ore
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Energy,Diesel,391146000.0,MJ,MetalliCan,1501500.0,260.5034965034965,Ore processed,1,ore
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Energy,Electricity consumption|Grid electricity,1689193026.0,MJ,MetalliCan,1501500.0,1125.0036803196804,Ore processed,1,ore
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Energy,Light Fuel & Gasoline,8329000.0,MJ,MetalliCan,1501500.0,5.547119547119547,Ore processed,1,ore
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Energy,Natural gas,297435000.0,MJ,MetalliCan,1501500.0,198.0919080919081,Ore processed,1,ore
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,"Open-pit, underground",Au–Ag free-milling,Energy,Diesel,3590887000.0,MJ,MetalliCan,3842649.005728,934.4821748349345,Ore processed,1,ore
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,"Open-pit, underground",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,593954510.4,MJ,MetalliCan,3842649.005728,154.56902504356464,Ore processed,1,ore
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,"Open-pit, underground",Au–Ag free-milling,Energy,Light Fuel & Gasoline,51161000.0,MJ,MetalliCan,3842649.005728,13.313992488967234,Ore processed,1,ore
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,"Open-pit, underground",Au–Ag free-milling,Energy,Lubricating Oils & Greases,7311000.0,MJ,MetalliCan,3842649.005728,1.90259375475146,Ore processed,1,ore
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,"Open-pit, underground",Au–Ag free-milling,Energy,Propane,235000.0,MJ,MetalliCan,3842649.005728,0.06115572867823733,Ore processed,1,ore
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,"Open-pit, concentrator",Cu Porphyry,Energy,Diesel,929608636.977058,MJ,MetalliCan,21680000.0,42.87862716683847,Ore processed,1,ore
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,"Open-pit, concentrator",Cu Porphyry,Energy,Electricity consumption|Grid electricity,365541666.6666667,MJ,MetalliCan,21680000.0,16.86077798277983,Ore processed,1,ore
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,"Open-pit, concentrator",Cu Porphyry,Energy,Electricity consumption|Generated on-site,36282051.28205128,MJ,MetalliCan,21680000.0,1.6735263506481217,Ore processed,1,ore
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,"Open-pit, concentrator",Cu Porphyry,Energy,Gasoline,21012145.74898786,MJ,MetalliCan,21680000.0,0.9691949146212113,Ore processed,1,ore
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,"Open-pit, concentrator",Cu Porphyry,Energy,Propane,22737896.49415693,MJ,MetalliCan,21680000.0,1.0487959637526258,Ore processed,1,ore
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,"Underground, concentrator",Au–Ag free-milling,Energy,Aviation fuel,27653229.04,MJ,MetalliCan,1028000.0,26.900028249027237,Ore processed,1,ore
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,"Underground, concentrator",Au–Ag free-milling,Energy,Biodiesel,11770370.2287417,MJ,MetalliCan,1028000.0,11.44977648710282,Ore processed,1,ore
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,308614730.821,MJ,MetalliCan,1028000.0,300.2088821215953,Ore processed,1,ore
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,3808984.28206273,MJ,MetalliCan,1028000.0,3.7052376284656905,Ore processed,1,ore
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,509889600.0,MJ,MetalliCan,1028000.0,496.00155642023344,Ore processed,1,ore
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,"Underground, concentrator",Au–Ag free-milling,Energy,Gasoline,5437635.0,MJ,MetalliCan,1028000.0,5.289528210116732,Ore processed,1,ore
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,"Underground, concentrator",Au–Ag free-milling,Energy,Propane,229891868.95,MJ,MetalliCan,1028000.0,223.63022271400777,Ore processed,1,ore
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,"Underground, concentrator",Au–Ag free-milling,Energy,Solar,1483200.0,MJ,MetalliCan,1028000.0,1.4428015564202334,Ore processed,1,ore
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,"Underground, concentrator",Cu Porphyry,Energy,Diesel,170965251.5905,MJ,MetalliCan,3065000.0,55.7798537,Ore processed,1,ore
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,"Underground, concentrator",Cu Porphyry,Energy,Electricity consumption|Generated on-site,56414676.5,MJ,MetalliCan,3065000.0,18.40609347471452,Ore processed,1,ore
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,"Underground, concentrator",Cu Porphyry,Energy,Electricity consumption|Grid electricity,171984823.5,MJ,MetalliCan,3065000.0,56.11250358890702,Ore processed,1,ore
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,"Underground, concentrator",Cu Porphyry,Energy,Gasoline,3914535.152,MJ,MetalliCan,3065000.0,1.2771729696574223,Ore processed,1,ore
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,"Underground, concentrator",Cu Porphyry,Energy,Natural gas,59198000.0,MJ,MetalliCan,3065000.0,19.314192495921695,Ore processed,1,ore
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,"Underground, concentrator",Cu Porphyry,Energy,Propane,710263.5224,MJ,MetalliCan,3065000.0,0.23173361252854813,Ore processed,1,ore
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Biodiesel,23524436.671511,MJ,MetalliCan,2911000.0,8.081221804023016,Ore processed,1,ore
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Diesel,623021868.616,MJ,MetalliCan,2911000.0,214.0233145365854,Ore processed,1,ore
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,91025482.2599152,MJ,MetalliCan,2911000.0,31.26948892473899,Ore processed,1,ore
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,723967200.0,MJ,MetalliCan,2911000.0,248.700515286843,Ore processed,1,ore
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Gasoline,17195846.5,MJ,MetalliCan,2911000.0,5.907195637238063,Ore processed,1,ore
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Natural gas,166705000.0,MJ,MetalliCan,2911000.0,57.26726210924081,Ore processed,1,ore
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Propane,6336058.0703,MJ,MetalliCan,2911000.0,2.176591573445551,Ore processed,1,ore
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Diesel,1521587039.8633,MJ,MetalliCan,8764000.0,173.61787310170016,Ore processed,1,ore
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption,2919222000.0,MJ,MetalliCan,8764000.0,333.09242355089003,Ore processed,1,ore
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Gasoline,37604891.478,MJ,MetalliCan,8764000.0,4.2908365447284345,Ore processed,1,ore
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Propane,84441809.056336,MJ,MetalliCan,8764000.0,9.635076341434962,Ore processed,1,ore
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Acetylene,2000.0,MJ,MetalliCan,1139000.0,0.001755926251097454,Ore processed,1,ore
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Aviation fuel,121071915.388,MJ,MetalliCan,1139000.0,106.29667725021949,Ore processed,1,ore
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Diesel,1361713858.312,MJ,MetalliCan,1139000.0,1195.5345551466198,Ore processed,1,ore
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Electricity consumption|Generated on-site,5528566.7,MJ,MetalliCan,1139000.0,4.8538776997366115,Ore processed,1,ore
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Electricity consumption|Grid electricity,1274584341.6,MJ,MetalliCan,1139000.0,1119.0380523266022,Ore processed,1,ore
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Gasoline,25050760.0,MJ,MetalliCan,1139000.0,21.99364354697103,Ore processed,1,ore
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Propane,80313185.80000001,MJ,MetalliCan,1139000.0,70.51201562774365,Ore processed,1,ore
NL-MAIN-b64bae7a,Open-pit mining and beneficiation at Scully,"Open-pit, concentrator",Fe concentrator,Energy,Diesel,432000000.0,MJ,MetalliCan,3560000.0,121.34831460674157,Ore processed,1,ore
NL-MAIN-b64bae7a,Open-pit mining and beneficiation at Scully,"Open-pit, concentrator",Fe concentrator,Energy,Electricity consumption|Grid electricity,1233000000.0,MJ,MetalliCan,3560000.0,346.34831460674155,Ore processed,1,ore
NL-MAIN-b64bae7a,Open-pit mining and beneficiation at Scully,"Open-pit, concentrator",Fe concentrator,Energy,Gasoline,12000000.0,MJ,MetalliCan,3560000.0,3.3707865168539324,Ore processed,1,ore
NL-MAIN-b64bae7a,Open-pit mining and beneficiation at Scully,"Open-pit, concentrator",Fe concentrator,Energy,Oil,1058000000.0,MJ,MetalliCan,3560000.0,297.19101123595505,Ore processed,1,ore
NL-MAIN-b64bae7a,Open-pit mining and beneficiation at Scully,"Open-pit, concentrator",Fe concentrator,Energy,Propane,1000000.0,MJ,MetalliCan,3560000.0,0.2808988764044944,Ore processed,1,ore
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,131655000.0,MJ,MetalliCan,122000.0,1079.139344262295,Ore processed,1,ore
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,1629990.0,MJ,MetalliCan,122000.0,13.360573770491802,Ore processed,1,ore
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,193225046.4,MJ,MetalliCan,122000.0,1583.811855737705,Ore processed,1,ore
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,10277000.0,MJ,MetalliCan,122000.0,84.23770491803279,Ore processed,1,ore
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Propane,40177000.0,MJ,MetalliCan,122000.0,329.3196721311475,Ore processed,1,ore
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Diesel,387200000.0,MJ,MetalliCan,2123641.0,182.32836906049562,Ore processed,1,ore
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Electricity consumption,764000000.0,MJ,MetalliCan,2123641.0,359.7594885387879,Ore processed,1,ore
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Gasoline,1760000.0,MJ,MetalliCan,2123641.0,0.8287653139113438,Ore processed,1,ore
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Propane,48400000.0,MJ,MetalliCan,2123641.0,22.791046132561952,Ore processed,1,ore
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,384285800.0,MJ,MetalliCan,1574000.0,244.14599745870393,Ore processed,1,ore
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,738226800.0,MJ,MetalliCan,1574000.0,469.01321473951714,Ore processed,1,ore
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Gasoline,2946100.0,MJ,MetalliCan,1574000.0,1.871728081321474,Ore processed,1,ore
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Natural gas,159325598.85,MJ,MetalliCan,1574000.0,101.2233791931385,Ore processed,1,ore
