main_id,facility_group_id,flow_type,subflow_type,value_MJ,site_id,activity_name,metal,mass_t,allocation_factor,value_normalized,facility_type,functional_unit,normalization_key
QC-MAIN-e7e6a960,,Energy,Natural gas,162805000.0,QC-MAIN-e7e6a960,"Au and Ag, Open-pit mining and beneficiation at Canadian Malartic",Ag,9.6731885,0.00663810906589986,111722.96978124914,mining,"Ag, usable ore",metal_economic
QC-MAIN-e7e6a960,,Energy,Propane,1463609.3699999999,QC-MAIN-e7e6a960,"Au and Ag, Open-pit mining and beneficiation at Canadian Malartic",Au,18.7851143425,0.9933618909341001,77396.0565192161,mining,"Au, usable ore",metal_economic
QC-MAIN-e7e6a960,,Energy,Propane,1463609.3699999999,QC-MAIN-e7e6a960,"Au and Ag, Open-pit mining and beneficiation at Canadian Malartic",Ag,9.6731885,0.00663810906589986,1004.3842966497533,mining,"Ag, usable ore",metal_economic
QC-MAIN-b86f7d07,,Energy,Diesel|Mobile equipment,378542030.29396677,QC-MAIN-b86f7d07,"Au and Ag, Open-pit and underground mining and beneficiation at Casa Berardi",Au,2.69356309999999,0.9963866796430149,140027993.65269464,mining,"Au, usable ore",metal_economic
QC-MAIN-b86f7d07,,Energy,Diesel|Mobile equipment,378542030.29396677,QC-MAIN-b86f7d07,"Au and Ag, Open-pit and underground mining and beneficiation at Casa Berardi",Ag,0.7527047,0.0036133203569852276,1817171.6265830528,mining,"Ag, usable ore",metal_economic
QC-MAIN-b86f7d07,,Energy,Electricity consumption|Not specified,495635929.2,QC-MAIN-b86f7d07,"Au and Ag, Open-pit and underground mining and beneficiation at Casa Berardi",Au,2.69356309999999,0.9963866796430149,183342665.2627407,mining,"Au, usable ore",metal_economic
QC-MAIN-b86f7d07,,Energy,Electricity consumption|Not specified,495635929.2,QC-MAIN-b86f7d07,"Au and Ag, Open-pit and underground mining and beneficiation at Casa Berardi",Ag,0.7527047,0.0036133203569852276,2379274.890447275,mining,"Ag, usable ore",metal_economic
QC-MAIN-b86f7d07,,Energy,Gasoline|Mobile equipment,17908178.0536758,QC-MAIN-b86f7d07,"Au and Ag, Open-pit and underground mining and beneficiation at Casa Berardi",Au,2.69356309999999,0.9963866796430149,6624485.6373916045,mining,"Au, usable ore",metal_economic
QC-MAIN-b86f7d07,,Energy,Gasoline|Mobile equipment,17908178.0536758,QC-MAIN-b86f7d07,"Au and Ag, Open-pit and underground mining and beneficiation at Casa Berardi",Ag,0.7527047,0.0036133203569852276,85967.2914462509,mining,"Ag, usable ore",metal_economic
QC-MAIN-b86f7d07,,Energy,Propane,42813081.771589935,QC-MAIN-b86f7d07,"Au and Ag, Open-pit and underground mining and beneficiation at Casa Berardi",Au,2.69356309999999,0.9963866796430149,15837157.997776082,mining,"Au, usable ore",metal_economic
QC-MAIN-b86f7d07,,Energy,Propane,42813081.771589935,QC-MAIN-b86f7d07,"Au and Ag, Open-pit and underground mining and beneficiation at Casa Berardi",Ag,0.7527047,0.0036133203569852276,205522.0060543784,mining,"Ag, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Diesel,80960000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Au,0.275203767999999,0.0948587647028309,27905742.883364946,mining,"Au, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Diesel,80960000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Ag,6.789334187,0.030369060449188304,362138.47576896206,mining,"Ag, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Diesel,80960000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Cu,19050.0,0.8747721748479808,3717.6669436059065,mining,"Cu, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Electricity consumption,1968000000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Au,0.275203767999999,0.0948587647028309,678341180.7616379,mining,"Au, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Electricity consumption,1968000000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Ag,6.789334187,0.030369060449188304,8802970.853672398,mining,"Ag, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Electricity consumption,1968000000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Cu,19050.0,0.8747721748479808,90370.16483468903,mining,"Cu, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Gasoline,368000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Au,0.275203767999999,0.0948587647028309,126844.28583347703,mining,"Au, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Gasoline,368000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Ag,6.789334187,0.030369060449188304,1646.0839807680093,mining,"Ag, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Gasoline,368000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Cu,19050.0,0.8747721748479808,16.898486107299576,mining,"Cu, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Propane,10120000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Au,0.275203767999999,0.0948587647028309,3488217.860420618,mining,"Au, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Propane,10120000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Ag,6.789334187,0.030369060449188304,45267.30947112026,mining,"Ag, usable ore",metal_economic
BC-MAIN-599152a0,,Energy,Propane,10120000.0,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",Cu,19050.0,0.8747721748479808,464.7083679507383,mining,"Cu, usable ore",metal_economic
ON-MAIN-aeafbb59,,Energy,Diesel,3947008000.0,ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",Au,21.070941661,0.9984889572357906,187036913.94180843,mining,"Au, usable ore",metal_economic
ON-MAIN-aeafbb59,,Energy,Diesel,3947008000.0,ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",Ag,2.4571765,0.0015110427642093859,2427215.9035692224,mining,"Ag, usable ore",metal_economic
ON-MAIN-aeafbb59,,Energy,Electricity consumption|Grid electricity,2991452173.2000003,ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",Au,21.070941661,0.9984889572357906,141755978.87813866,mining,"Au, usable ore",metal_economic
ON-MAIN-aeafbb59,,Energy,Electricity consumption|Grid electricity,2991452173.2000003,ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",Ag,2.4571765,0.0015110427642093859,1839596.0407371235,mining,"Ag, usable ore",metal_economic
ON-MAIN-aeafbb59,,Energy,Explosives,65074000.0,ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",Au,21.070941661,0.9984889572357906,3083662.3938561166,mining,"Au, usable ore",metal_economic
ON-MAIN-aeafbb59,,Energy,Explosives,65074000.0,ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",Ag,2.4571765,0.0015110427642093859,40017.311266879515,mining,"Ag, usable ore",metal_economic
ON-MAIN-aeafbb59,,Energy,Light Fuel & Gasoline,71904000.0,ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",Au,21.070941661,0.9984889572357906,3407315.6831888347,mining,"Au, usable ore",metal_economic
ON-MAIN-aeafbb59,,Energy,Light Fuel & Gasoline,71904000.0,ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",Ag,2.4571765,0.0015110427642093859,44217.42553606209,mining,"Ag, usable ore",metal_economic
ON-MAIN-aeafbb59,,Energy,Propane,182468000.0,ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",Au,21.070941661,0.9984889572357906,8646613.235426405,mining,"Au, usable ore",metal_economic
ON-MAIN-aeafbb59,,Energy,Propane,182468000.0,ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",Ag,2.4571765,0.0015110427642093859,112208.85072755588,mining,"Ag, usable ore",metal_economic
ON-MAIN-cb85213a,,Energy,Diesel,101575245.0,ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River",Au,222627.0,1.0,456.25752941017936,mining,"Au, usable ore",metal_economic
ON-MAIN-cb85213a,,Energy,Electricity consumption|Generated on-site,123086231.99999999,ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River",Au,222627.0,1.0,552.8809713107573,mining,"Au, usable ore",metal_economic
ON-MAIN-cb85213a,,Energy,Electricity consumption|Grid electricity,138799368.00000003,ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River",Au,222627.0,1.0,623.4615208397904,mining,"Au, usable ore",metal_economic
ON-MAIN-cb85213a,,Energy,Gasoline,12095820.0,ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River",Au,222627.0,1.0,54.332223854249484,mining,"Au, usable ore",metal_economic
ON-MAIN-cb85213a,,Energy,Propane,57828505.6,ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River",Au,222627.0,1.0,259.75513122846735,mining,"Au, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Aviation fuel,21662098.880000003,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Au,7.216012,0.9993384328257033,2999962.852951828,mining,"Au, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Aviation fuel,21662098.880000003,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Ag,0.368109922499999,0.0006615671742966747,38931.12537703137,mining,"Ag, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Diesel,385327797.4,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Au,7.216012,0.9993384328257033,53363669.181522444,mining,"Au, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Diesel,385327797.4,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Ag,0.368109922499999,0.0006615671742966747,692511.1400763184,mining,"Ag, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Electricity consumption|Generated on-site,3531106.8,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Au,7.216012,0.9993384328257033,489019.52153796086,mining,"Au, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Electricity consumption|Generated on-site,3531106.8,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Ag,0.368109922499999,0.0006615671742966747,6346.105347963771,mining,"Ag, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Electricity consumption|Grid electricity,892229950.44,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Au,7.216012,0.9993384328257033,123564051.77719557,mining,"Au, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Electricity consumption|Grid electricity,892229950.44,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Ag,0.368109922499999,0.0006615671742966747,1603515.719235888,mining,"Ag, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Gasoline,10018117.899999999,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Au,7.216012,0.9993384328257033,1387399.333877095,mining,"Au, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Gasoline,10018117.899999999,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Ag,0.368109922499999,0.0006615671742966747,18004.562077171264,mining,"Ag, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Propane,142393174.15,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Au,7.216012,0.9993384328257033,19719891.194767755,mining,"Au, usable ore",metal_economic
QC-MAIN-6dc537e6,,Energy,Propane,142393174.15,QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore",Ag,0.368109922499999,0.0006615671742966747,255909.02092988286,mining,"Ag, usable ore",metal_economic
BC-MAIN-6b4800fe,,Energy,Diesel,1683653000.0,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",Cu,55610.3792,0.960110067742726,29068.1743073826,mining,"Cu, usable ore",metal_economic
BC-MAIN-6b4800fe,,Energy,Diesel,1683653000.0,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",Mo,545.217584,0.03988993225727399,123181.65460114017,mining,"Mo, usable ore",metal_economic
BC-MAIN-6b4800fe,,Energy,Electricity consumption|Grid electricity,1695665000.0,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",Cu,55610.3792,0.960110067742726,29275.560811478324,mining,"Cu, usable ore",metal_economic
BC-MAIN-6b4800fe,,Energy,Electricity consumption|Grid electricity,1695665000.0,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",Mo,545.217584,0.03988993225727399,124060.49248226467,mining,"Mo, usable ore",metal_economic
BC-MAIN-6b4800fe,,Energy,Gasoline,38791000.0,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",Cu,55610.3792,0.960110067742726,669.72443226584,mining,"Cu, usable ore",metal_economic
BC-MAIN-6b4800fe,,Energy,Gasoline,38791000.0,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",Mo,545.217584,0.03988993225727399,2838.0786086164003,mining,"Mo, usable ore",metal_economic
BC-MAIN-6b4800fe,,Energy,Natural gas,186977000.0,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",Cu,55610.3792,0.960110067742726,3228.1473839748905,mining,"Cu, usable ore",metal_economic
BC-MAIN-6b4800fe,,Energy,Natural gas,186977000.0,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",Mo,545.217584,0.03988993225727399,13679.85934890229,mining,"Mo, usable ore",metal_economic
BC-MAIN-6b4800fe,,Energy,Propane,453000.0,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",Cu,55610.3792,0.960110067742726,7.821019510103517,mining,"Cu, usable ore",metal_economic
BC-MAIN-6b4800fe,,Energy,Propane,453000.0,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",Mo,545.217584,0.03988993225727399,33.14298702542418,mining,"Mo, usable ore",metal_economic
QC-MAIN-c0660aec,,Energy,Diesel,129455000.0,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",Au,4.38505127595036,0.9988154287172059,29486918.895050477,mining,"Au, usable ore",metal_economic
QC-MAIN-c0660aec,,Energy,Diesel,129455000.0,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",Cu,39.036758,0.0011845712827941936,3928.3148312193944,mining,"Cu, usable ore",metal_economic
QC-MAIN-c0660aec,,Energy,Electricity consumption|Grid electricity,644118282.0,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",Au,4.38505127595036,0.9988154287172059,146715565.56450698,mining,"Au, usable ore",metal_economic
QC-MAIN-c0660aec,,Energy,Electricity consumption|Grid electricity,644118282.0,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",Cu,39.036758,0.0011845712827941936,19545.78347873899,mining,"Cu, usable ore",metal_economic
QC-MAIN-c0660aec,,Energy,Explosives,11047000.0,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",Au,4.38505127595036,0.9988154287172059,2516256.5604543868,mining,"Au, usable ore",metal_economic
QC-MAIN-c0660aec,,Energy,Explosives,11047000.0,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",Cu,39.036758,0.0011845712827941936,335.221458734546,mining,"Cu, usable ore",metal_economic
QC-MAIN-c0660aec,,Energy,Light Fuel & Gasoline,1347000.0,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",Au,4.38505127595036,0.9988154287172059,306816.1117889073,mining,"Au, usable ore",metal_economic
QC-MAIN-c0660aec,,Energy,Light Fuel & Gasoline,1347000.0,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",Cu,39.036758,0.0011845712827941936,40.87474471942006,mining,"Cu, usable ore",metal_economic
QC-MAIN-c0660aec,,Energy,Natural gas,86234000.0,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",Au,4.38505127595036,0.9988154287172059,19642153.366001956,mining,"Au, usable ore",metal_economic
QC-MAIN-c0660aec,,Energy,Natural gas,86234000.0,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",Cu,39.036758,0.0011845712827941936,2616.7726326165325,mining,"Cu, usable ore",metal_economic
ON-MAIN-6e9be24e,,Energy,Electricity consumption|Non-renewable electricity use,619000000.0,ON-MAIN-6e9be24e,"Au, Open-pit and underground mining and beneficiation at Hemlo (Williams)",Au,1266009.0,1.0,488.938072320181,mining,"Au, usable ore",metal_economic
ON-MAIN-6e9be24e,,Energy,Non-renewable fuel use,301000000.0,ON-MAIN-6e9be24e,"Au, Open-pit and underground mining and beneficiation at Hemlo (Williams)",Au,1266009.0,1.0,237.75502385844018,mining,"Au, usable ore",metal_economic
ON-MAIN-687b8c8d,,Energy,Diesel,211308000.0,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",Au,4.0869999,1.0,51702472.51535288,mining,"Au, usable ore",metal_economic
ON-MAIN-687b8c8d,,Energy,Electricity consumption|Generated on-site,717000.0,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",Au,4.0869999,1.0,175434.30818288005,mining,"Au, usable ore",metal_economic
ON-MAIN-687b8c8d,,Energy,Electricity consumption|Grid electricity,334179000.0,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",Au,4.0869999,1.0,81766334.27370526,mining,"Au, usable ore",metal_economic
ON-MAIN-687b8c8d,,Energy,Gasoline,14406000.0,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",Au,4.0869999,1.0,3524834.9284275733,mining,"Au, usable ore",metal_economic
ON-MAIN-687b8c8d,,Energy,Propane,72011000.0,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",Au,4.0869999,1.0,17619525.755310148,mining,"Au, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Diesel|Mobile equipment,55697075.44526765,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Ag,46.7354037195,0.8400656382176023,1001151.0655092568,mining,"Ag, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Diesel|Mobile equipment,55697075.44526765,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Zn,1339.0,0.09236316898100091,3841.940546003594,mining,"Zn, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Diesel|Mobile equipment,55697075.44526765,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Pb,1225.0,0.06757119280139672,3072.259447662138,mining,"Pb, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Electricity consumption|Not specified,63343396.800000004,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Ag,46.7354037195,0.8400656382176023,1138593.1611725923,mining,"Ag, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Electricity consumption|Not specified,63343396.800000004,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Zn,1339.0,0.09236316898100091,4369.377791238979,mining,"Zn, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Electricity consumption|Not specified,63343396.800000004,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Pb,1225.0,0.06757119280139672,3494.0317370352454,mining,"Pb, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Gasoline|Mobile equipment,8333350.1134884,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Ag,46.7354037195,0.8400656382176023,149791.38991918945,mining,"Ag, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Gasoline|Mobile equipment,8333350.1134884,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Zn,1339.0,0.09236316898100091,574.8279497460584,mining,"Zn, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Gasoline|Mobile equipment,8333350.1134884,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Pb,1225.0,0.06757119280139672,459.6689038367885,mining,"Pb, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Propane,36595602.20983067,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Ag,46.7354037195,0.8400656382176023,657803.4098276492,mining,"Ag, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Propane,36595602.20983067,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Zn,1339.0,0.09236316898100091,2524.3359155101425,mining,"Zn, usable ore",metal_economic
YT-MAIN-44857446,,Energy,Propane,36595602.20983067,YT-MAIN-44857446,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Pb,1225.0,0.06757119280139672,2018.6191776356638,mining,"Pb, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Energy,Diesel,42655140.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,38549646.78727604,mining,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Energy,Diesel,42655140.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,500266.57191405474,mining,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Energy,Electricity consumption|Generated on-site,38464200.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,34762078.47296112,mining,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Energy,Electricity consumption|Generated on-site,38464200.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,451114.53099008894,mining,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Energy,Electricity consumption|Grid electricity,115392600.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,104286235.41888337,mining,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Energy,Electricity consumption|Grid electricity,115392600.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,1353343.5929702667,mining,"Ag, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Energy,Gasoline,1180080.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Au,1.1053250795,0.9989391993518907,1066499.0709379623,mining,"Au, usable ore",metal_economic
QC-MAIN-9de9bb0d,,Energy,Gasoline,1180080.0,QC-MAIN-9de9bb0d,"Au and Ag, Open-pit mining and beneficiation at Kiena",Ag,0.090448978,0.0010608006481092256,13840.174388932674,mining,"Ag, usable ore",metal_economic
