site_id,activity_name,mining_processing_type,archetypes,flow_type,subflow_type,value,unit,data_source,concentrate,mass_conc,allocation_factor,facility_type,value_normalized,functional_unit,normalization_key,reference_mass_unit
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,"Underground, concentrator",Cu Porphyry,Energy,Gasoline,3914535.152,MJ,MetalliCan,Cu,71667.53600000001,1.0,mining,0.054620758163082365,Cu concentrate,concentrate_economic,kg
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,"Underground, concentrator",Cu Porphyry,Energy,Natural gas,59198000.0,MJ,MetalliCan,Cu,71667.53600000001,1.0,mining,0.826008584974932,Cu concentrate,concentrate_economic,kg
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,"Underground, concentrator",Cu Porphyry,Energy,Propane,710263.5224,MJ,MetalliCan,Cu,71667.53600000001,1.0,mining,0.009910533583853085,Cu concentrate,concentrate_economic,kg
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Biodiesel,23524436.671511,MJ,MetalliCan,Au,8.251948979591836,1.0,mining,2850.7734027064457,Doré,concentrate_economic,kg
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Diesel,623021868.616,MJ,MetalliCan,Au,8.251948979591836,1.0,mining,75499.96614821733,Doré,concentrate_economic,kg
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,91025482.2599152,MJ,MetalliCan,Au,8.251948979591836,1.0,mining,11030.785876770844,Doré,concentrate_economic,kg
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,723967200.0,MJ,MetalliCan,Au,8.251948979591836,1.0,mining,87732.8739901891,Doré,concentrate_economic,kg
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Gasoline,17195846.5,MJ,MetalliCan,Au,8.251948979591836,1.0,mining,2083.852741034586,Doré,concentrate_economic,kg
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Natural gas,166705000.0,MJ,MetalliCan,Au,8.251948979591836,1.0,mining,20201.89417218691,Doré,concentrate_economic,kg
GRP-0d911886,Open-pit and underground mining at Porcupine complex,"Open-pit, underground",Au–Ag free-milling,Energy,Propane,6336058.0703,MJ,MetalliCan,Au,8.251948979591836,1.0,mining,767.8256477312101,Doré,concentrate_economic,kg
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Diesel,1521587039.8633,MJ,MetalliCan,Au,8.05342613010203,1.0,mining,188936.61098795262,Doré,concentrate_economic,kg
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption,2919222000.0,MJ,MetalliCan,Au,8.05342613010203,1.0,mining,362481.9986972446,Doré,concentrate_economic,kg
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Gasoline,37604891.478,MJ,MetalliCan,Au,8.05342613010203,1.0,mining,4669.427752921299,Doré,concentrate_economic,kg
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Propane,84441809.056336,MJ,MetalliCan,Au,8.05342613010203,1.0,mining,10485.203153563438,Doré,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Acetylene,2000.0,MJ,MetalliCan,Cu,13333.333333333334,0.9179884916984788,mining,0.00013769827375477182,Cu concentrate,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Acetylene,2000.0,MJ,MetalliCan,Au,0.15869132653061224,0.08201150830152126,mining,1.0335978669344716,Doré,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Aviation fuel,121071915.388,MJ,MetalliCan,Cu,13333.333333333334,0.9179884916984788,mining,8.335696874555698,Cu concentrate,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Aviation fuel,121071915.388,MJ,MetalliCan,Au,0.15869132653061224,0.08201150830152126,mining,62569.83674535381,Doré,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Diesel,1361713858.312,MJ,MetalliCan,Cu,13333.333333333334,0.9179884916984788,mining,93.75282381875617,Cu concentrate,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Diesel,1361713858.312,MJ,MetalliCan,Au,0.15869132653061224,0.08201150830152126,mining,703732.2696631962,Doré,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Electricity consumption|Generated on-site,5528566.7,MJ,MetalliCan,Cu,13333.333333333334,0.9179884916984788,mining,0.38063704546405774,Cu concentrate,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Electricity consumption|Generated on-site,5528566.7,MJ,MetalliCan,Au,0.15869132653061224,0.08201150830152126,mining,2857.1573741624757,Doré,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Electricity consumption|Grid electricity,1274584341.6,MJ,MetalliCan,Cu,13333.333333333334,0.9179884916984788,mining,87.75403179659119,Cu concentrate,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Electricity consumption|Grid electricity,1274584341.6,MJ,MetalliCan,Au,0.15869132653061224,0.08201150830152126,mining,658703.8283529188,Doré,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Gasoline,25050760.0,MJ,MetalliCan,Cu,13333.333333333334,0.9179884916984788,mining,1.724723204122544,Cu concentrate,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Gasoline,25050760.0,MJ,MetalliCan,Au,0.15869132653061224,0.08201150830152126,mining,12946.20605054369,Doré,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Propane,80313185.80000001,MJ,MetalliCan,Cu,13333.333333333334,0.9179884916984788,mining,5.529493522203127,Cu concentrate,concentrate_economic,kg
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,"Open-pit, concentrator",Au–Ag polymetallic,Energy,Propane,80313185.80000001,MJ,MetalliCan,Au,0.15869132653061224,0.08201150830152126,mining,41505.768764795954,Doré,concentrate_economic,kg
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,131655000.0,MJ,MetalliCan,Au,1.2300799484693878,1.0,mining,107029.62857318409,Doré,concentrate_economic,kg
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,1629990.0,MJ,MetalliCan,Au,1.2300799484693878,1.0,mining,1325.1089915157368,Doré,concentrate_economic,kg
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,193225046.4,MJ,MetalliCan,Au,1.2300799484693878,1.0,mining,157083.32343798762,Doré,concentrate_economic,kg
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,10277000.0,MJ,MetalliCan,Au,1.2300799484693878,1.0,mining,8354.741505044341,Doré,concentrate_economic,kg
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Propane,40177000.0,MJ,MetalliCan,Au,1.2300799484693878,1.0,mining,32662.10464611915,Doré,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Diesel,387200000.0,MJ,MetalliCan,Cu,40513.333333333336,0.12903991169620735,mining,1.2332792613651016,Cu concentrate,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Diesel,387200000.0,MJ,MetalliCan,Zn,69284.0,0.08249245877008354,mining,0.4610166854652784,Zn concentrate,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Diesel,387200000.0,MJ,MetalliCan,Au,32.97878714387755,0.7884676295337092,mining,9257.304242983042,Doré,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Electricity consumption,764000000.0,MJ,MetalliCan,Cu,40513.333333333336,0.12903991169620735,mining,2.4334332533133716,Cu concentrate,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Electricity consumption,764000000.0,MJ,MetalliCan,Zn,69284.0,0.08249245877008354,mining,0.9096506913622745,Zn concentrate,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Electricity consumption,764000000.0,MJ,MetalliCan,Au,32.97878714387755,0.7884676295337092,mining,18265.961884398355,Doré,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Gasoline,1760000.0,MJ,MetalliCan,Cu,40513.333333333336,0.12903991169620735,mining,0.005605814824386825,Cu concentrate,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Gasoline,1760000.0,MJ,MetalliCan,Zn,69284.0,0.08249245877008354,mining,0.0020955303884785384,Zn concentrate,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Gasoline,1760000.0,MJ,MetalliCan,Au,32.97878714387755,0.7884676295337092,mining,42.07865564992292,Doré,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Propane,48400000.0,MJ,MetalliCan,Cu,40513.333333333336,0.12903991169620735,mining,0.1541599076706377,Cu concentrate,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Propane,48400000.0,MJ,MetalliCan,Zn,69284.0,0.08249245877008354,mining,0.0576270856831598,Zn concentrate,concentrate_economic,kg
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Au–Ag polymetallic,Energy,Propane,48400000.0,MJ,MetalliCan,Au,32.97878714387755,0.7884676295337092,mining,1157.1630303728803,Doré,concentrate_economic,kg
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,384285800.0,MJ,MetalliCan,Au,4.218015459183674,1.0,mining,91105.83015131293,Doré,concentrate_economic,kg
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,738226800.0,MJ,MetalliCan,Au,4.218015459183674,1.0,mining,175017.56623311937,Doré,concentrate_economic,kg
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Gasoline,2946100.0,MJ,MetalliCan,Au,4.218015459183674,1.0,mining,698.4564254229093,Doré,concentrate_economic,kg
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Au–Ag free-milling,Energy,Natural gas,159325598.85,MJ,MetalliCan,Au,4.218015459183674,1.0,mining,37772.64459832843,Doré,concentrate_economic,kg
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,206946000.0,MJ,MetalliCan,Au,4.118166876530612,1.0,mining,50251.97040444936,Doré,concentrate_economic,kg
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,525946699.9999999,MJ,MetalliCan,Au,4.118166876530612,1.0,mining,127713.79008397265,Doré,concentrate_economic,kg
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Au–Ag free-milling,Energy,Gasoline,3350800.0,MJ,MetalliCan,Au,4.118166876530612,1.0,mining,813.6629962948253,Doré,concentrate_economic,kg
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Au–Ag free-milling,Energy,Natural gas,63958300.0,MJ,MetalliCan,Au,4.118166876530612,1.0,mining,15530.769373261111,Doré,concentrate_economic,kg
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Au–Ag free-milling,Energy,Propane,33000.0,MJ,MetalliCan,Au,4.118166876530612,1.0,mining,8.013274106998102,Doré,concentrate_economic,kg
