technosphere_id,year,flow_type,subflow_type,unit,value,comment,main_id,facility_group_id,company_id,source_id,value_MJ,unit_source,assumption_note,unit_standard,needs_factor,site_id
TECH-0aadf28f-2023.0-12.0,2023.0,Energy,Propane,l,3691412.93,,ON-MAIN-0aadf28f,,CMP-d94be190,NewGoldInc_ESG_data_2023,84441809.056336,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,ON-MAIN-0aadf28f
TECH-8eb8be0d-2023.0-2.0,2023.0,Energy,Aviation fuel,GJ,121071.915388,,BC-MAIN-8eb8be0d,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,121071915.388,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-8eb8be0d
TECH-8eb8be0d-2023.0-3.0,2023.0,Energy,Diesel,GJ,1361713.858312,,BC-MAIN-8eb8be0d,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,1361713858.312,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-8eb8be0d
TECH-8eb8be0d-2023.0-4.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,5528.5667,,BC-MAIN-8eb8be0d,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,5528566.7,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-8eb8be0d
TECH-8eb8be0d-2023.0-6.0,2023.0,Energy,Gasoline,GJ,25050.76,,BC-MAIN-8eb8be0d,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,25050760.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-8eb8be0d
TECH-8eb8be0d-2023.0-7.0,2023.0,Energy,Propane,GJ,80313.1858,,BC-MAIN-8eb8be0d,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,80313185.80000001,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-8eb8be0d
TECH-7f050560-2024.0-1.0,2024.0,Energy,Diesel,l,3116555.8,,ON-MAIN-7f050560,,CMP-ca642bce,EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web,111899935.999,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,ON-MAIN-7f050560
TECH-7f050560-2024.0-3.0,2024.0,Energy,Gasoline,l,151631.5,,ON-MAIN-7f050560,,CMP-ca642bce,EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web,4970480.57,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,ON-MAIN-7f050560
TECH-7f050560-2024.0-4.0,2024.0,Energy,LPG,l,640677.799999999,,ON-MAIN-7f050560,,CMP-ca642bce,EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web,14655632.810559977,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,ON-MAIN-7f050560
TECH-7f050560-2024.0-5.0,2024.0,Energy,Natural gas,GJ,307233.0,,ON-MAIN-7f050560,,CMP-ca642bce,EvolutionMiningLtd_EVN_FY24-ESG-Performance-Data_web,307233000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7f050560
TECH-b64bae7a-2023.0-1.0,2023.0,Energy,Diesel,TJ,432.0,,NL-MAIN-b64bae7a,,CMP-8a99044e,TacoraResourcesInc._SR_2024,432000000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,NL-MAIN-b64bae7a
TECH-b64bae7a-2023.0-3.0,2023.0,Energy,Gasoline,TJ,12.0,,NL-MAIN-b64bae7a,,CMP-8a99044e,TacoraResourcesInc._SR_2024,12000000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,NL-MAIN-b64bae7a
TECH-b64bae7a-2023.0-4.0,2023.0,Energy,Oil,TJ,1058.0,,NL-MAIN-b64bae7a,,CMP-8a99044e,TacoraResourcesInc._SR_2024,1058000000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,NL-MAIN-b64bae7a
TECH-b64bae7a-2023.0-5.0,2023.0,Energy,Propane,TJ,1.0,,NL-MAIN-b64bae7a,,CMP-8a99044e,TacoraResourcesInc._SR_2024,1000000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,NL-MAIN-b64bae7a
TECH-GRP-14bfbb82-2023.0-1.0,2023.0,Energy,Diesel,GJ,131655.0,,,GRP-14bfbb82,CMP-4a73c5f8,SSRMiningInc_ESG_2023,131655000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-14bfbb82
TECH-GRP-14bfbb82-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,kWh,452775.0,,,GRP-14bfbb82,CMP-4a73c5f8,SSRMiningInc_ESG_2023,1629990.0,direct_unit,kwh→MJ factor=3.6,MJ,False,GRP-14bfbb82
TECH-GRP-14bfbb82-2023.0-5.0,2023.0,Energy,Propane,GJ,40177.0,,,GRP-14bfbb82,CMP-4a73c5f8,SSRMiningInc_ESG_2023,40177000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-14bfbb82
TECH-GRP-a13779f8-2023.0-1.0,2023.0,Energy,Diesel,TJ,387.2,Share of primary energy source derived from the all group,,GRP-a13779f8,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,387200000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,GRP-a13779f8
TECH-GRP-a13779f8-2023.0-3.0,2023.0,Energy,Gasoline,TJ,1.76,Share of primary energy source derived from the all group,,GRP-a13779f8,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,1760000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,GRP-a13779f8
TECH-GRP-a13779f8-2023.0-4.0,2023.0,Energy,Propane,TJ,48.4,Share of primary energy source derived from the all group,,GRP-a13779f8,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,48400000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,GRP-a13779f8
TECH-GRP-147b3123-2023.0-2.0,2023.0,Energy,Diesel,GJ,384285.8,,,GRP-147b3123,CMP-48a36546,PanAmericanSilverCorp_ESG_data_2023,384285800.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-147b3123
TECH-GRP-147b3123-2023.0-6.0,2023.0,Energy,Gasoline,GJ,2946.1,,,GRP-147b3123,CMP-48a36546,PanAmericanSilverCorp_ESG_data_2023,2946100.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-147b3123
TECH-GRP-147b3123-2023.0-7.0,2023.0,Energy,Natural gas,GJ,159325.59885,,,GRP-147b3123,CMP-48a36546,PanAmericanSilverCorp_ESG_data_2023,159325598.85000002,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-147b3123
TECH-02884fb5-2023.0-7.0,2023.0,Energy,Diesel,GJ,206946.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,206946000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5
TECH-02884fb5-2023.0-12.0,2023.0,Energy,Gasoline,GJ,3350.8,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,3350800.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5
TECH-02884fb5-2023.0-17.0,2023.0,Energy,Natural gas,GJ,63958.3,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,63958300.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5
TECH-02884fb5-2023.0-18.0,2023.0,Energy,Propane,GJ,33.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,33000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5
TECH-7607a50e-2023.0-1.0,2023.0,Energy,Diesel,GJ,140100.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,140100000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e
TECH-7607a50e-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,475.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,475000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e
TECH-7607a50e-2023.0-4.0,2023.0,Energy,Gasoline,GJ,2124.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,2124000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e
TECH-7607a50e-2023.0-5.0,2023.0,Energy,Naphta,GJ,6344.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,6344000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e
TECH-7607a50e-2023.0-6.0,2023.0,Energy,Natural gas,GJ,221612.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,221612000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e
